player_id,recent_team,season,week,opponent_team,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,fantasy_points,fantasy_points_ppr,fumbles,2pt
00-0000003,MIA,1999,1,DEN,0.0,0,0.0,60.0,1,1,7.0,0,12.7,13.7,0.0,0
00-0000003,MIA,1999,2,ARI,0.0,0,0.0,33.0,0,3,18.0,0,5.1,8.1,0.0,0
00-0000003,MIA,1999,4,BUF,0.0,0,0.0,2.0,0,0,0.0,0,0.2,0.2,0.0,0
00-0000003,CLE,1999,7,LA,0.0,0,0.0,27.0,0,2,8.0,0,3.5,5.5,0.0,0
00-0000003,CLE,1999,8,NO,0.0,0,0.0,39.0,0,0,0.0,0,3.9,3.9,0.0,0
00-0000003,CLE,1999,9,BAL,0.0,0,0.0,23.0,0,1,2.0,0,2.5,3.5,0.0,0
00-0000003,CLE,1999,10,PIT,0.0,0,0.0,54.0,0,1,7.0,0,6.1,7.1,0.0,0
00-0000003,CLE,1999,11,CAR,0.0,0,0.0,11.0,0,2,2.0,0,1.3,3.3,0.0,0
00-0000003,CLE,1999,12,TEN,0.0,0,0.0,35.0,0,1,1.0,0,3.6,4.6,0.0,0
00-0000003,CLE,1999,13,LAC,0.0,0,0.0,29.0,0,1,21.0,0,5.0,6.0,0.0,0
00-0000003,CLE,1999,14,CIN,0.0,0,0.0,10.0,0,2,7.0,1,7.7,9.7,0.0,0
00-0000003,CLE,1999,15,JAX,0.0,0,0.0,36.0,0,1,4.0,0,4.0,5.0,0.0,0
00-0000003,CLE,1999,16,IND,0.0,0,0.0,84.0,0,2,7.0,0,9.1,11.1,0.0,0
00-0000007,TB,1999,1,NYG,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000007,TB,1999,8,DET,0.0,0,0.0,0.0,0,1,8.0,0,0.8,1.8,0.0,0
00-0000007,TB,1999,13,MIN,0.0,0,0.0,0.0,0,1,3.0,0,0.3,1.3,0.0,0
00-0000007,TB,1999,15,LV,0.0,0,0.0,12.0,0,0,0.0,0,1.2,1.2,0.0,0
00-0000104,DAL,1999,1,WAS,355.0,5,3.0,4.0,0,0,0.0,0,28.6,28.6,0.0,0
00-0000104,DAL,1999,2,ATL,101.0,0,2.0,2.0,0,0,0.0,0,0.24,0.24,0.0,0
00-0000104,DAL,1999,4,ARI,186.0,2,0.0,1.0,0,0,0.0,0,15.54,15.54,0.0,0
00-0000104,DAL,1999,5,PHI,177.0,1,2.0,-1.0,0,0,0.0,0,6.98,6.98,0.0,0
00-0000104,DAL,1999,6,NYG,260.0,0,1.0,0.0,0,0,0.0,0,8.4,8.4,0.0,0
00-0000104,DAL,1999,7,WAS,244.0,2,0.0,1.0,1,0,0.0,0,23.86,23.86,0.0,0
00-0000104,DAL,1999,8,IND,159.0,0,0.0,1.0,0,0,0.0,0,4.46,4.46,1.0,0
00-0000104,DAL,1999,9,MIN,129.0,0,0.0,0.0,0,0,0.0,0,5.16,5.16,0.0,0
00-0000104,DAL,1999,12,MIA,215.0,1,0.0,-1.0,0,0,0.0,0,12.5,12.5,0.0,0
00-0000104,DAL,1999,13,NE,160.0,0,0.0,-1.0,0,0,0.0,0,6.3,6.3,0.0,0
00-0000104,DAL,1999,14,PHI,242.0,1,0.0,6.0,0,0,0.0,0,14.28,14.28,0.0,0
00-0000104,DAL,1999,15,NYJ,158.0,1,1.0,0.0,0,0,0.0,0,8.32,8.32,0.0,0
00-0000104,DAL,1999,16,NO,246.0,2,2.0,0.0,0,0,0.0,0,13.84,13.84,0.0,0
00-0000104,DAL,1999,17,NYG,288.0,2,0.0,-2.0,0,0,0.0,0,19.32,19.32,0.0,0
00-0000145,KC,1999,1,CHI,0.0,0,0.0,0.0,0,6,154.0,1,21.4,27.4,0.0,0
00-0000145,KC,1999,2,DEN,0.0,0,0.0,0.0,0,6,117.0,0,11.7,17.7,0.0,0
00-0000145,KC,1999,3,DET,0.0,0,0.0,0.0,0,3,69.0,0,6.9,9.9,0.0,0
00-0000145,KC,1999,4,LAC,0.0,0,0.0,0.0,0,1,14.0,0,1.4,2.4,0.0,0
00-0000145,KC,1999,5,NE,0.0,0,0.0,0.0,0,2,25.0,0,2.5,4.5,0.0,0
00-0000145,KC,1999,7,BAL,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000145,KC,1999,8,LAC,0.0,0,0.0,0.0,0,2,113.0,1,17.3,19.3,0.0,0
00-0000145,KC,1999,9,IND,0.0,0,0.0,0.0,0,3,42.0,0,4.2,7.2,0.0,0
00-0000145,KC,1999,10,TB,0.0,0,0.0,0.0,0,7,41.0,0,4.1,11.1,0.0,0
00-0000145,KC,1999,11,SEA,0.0,0,0.0,0.0,0,8,101.0,0,10.1,18.1,0.0,0
00-0000145,KC,1999,12,LV,0.0,0,0.0,0.0,0,3,26.0,0,2.6,5.6,0.0,0
00-0000145,KC,1999,13,DEN,0.0,0,0.0,0.0,0,3,29.0,0,2.9,5.9,0.0,0
00-0000145,KC,1999,14,MIN,0.0,0,0.0,0.0,0,3,21.0,0,2.1,5.1,0.0,0
00-0000145,KC,1999,15,PIT,0.0,0,0.0,82.0,1,2,20.0,0,16.2,18.2,0.0,0
00-0000145,KC,1999,16,SEA,0.0,0,0.0,0.0,0,4,42.0,0,4.2,8.2,0.0,0
00-0000145,KC,1999,17,LV,0.0,0,0.0,0.0,0,1,18.0,0,1.8,2.8,0.0,0
00-0000166,WAS,1999,1,DAL,0.0,0,0.0,0.0,0,1,5.0,0,0.5,1.5,0.0,0
00-0000166,WAS,1999,2,NYG,0.0,0,0.0,0.0,0,5,86.0,2,20.6,25.6,0.0,0
00-0000166,WAS,1999,3,NYJ,0.0,0,0.0,0.0,0,4,62.0,0,6.2,10.2,0.0,0
00-0000166,WAS,1999,4,CAR,0.0,0,0.0,0.0,0,1,5.0,0,0.5,1.5,0.0,0
00-0000166,WAS,1999,6,ARI,0.0,0,0.0,0.0,0,2,18.0,1,7.8,9.8,0.0,0
00-0000166,WAS,1999,7,DAL,0.0,0,0.0,0.0,0,3,24.0,0,2.4,5.4,0.0,0
00-0000166,WAS,1999,8,CHI,0.0,0,0.0,0.0,0,1,4.0,0,0.4,1.4,0.0,0
00-0000166,WAS,1999,9,BUF,0.0,0,0.0,0.0,0,1,3.0,0,0.3,1.3,0.0,0
00-0000166,WAS,1999,10,PHI,0.0,0,0.0,0.0,0,3,23.0,0,2.3,5.3,0.0,0
00-0000166,WAS,1999,11,NYG,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000166,WAS,1999,12,PHI,0.0,0,0.0,0.0,0,1,4.0,0,0.4,1.4,0.0,0
00-0000166,WAS,1999,14,ARI,0.0,0,0.0,0.0,0,1,14.0,0,1.4,2.4,0.0,0
00-0000166,WAS,1999,15,IND,0.0,0,0.0,0.0,0,1,25.0,0,2.5,3.5,0.0,0
00-0000166,WAS,1999,16,SF,0.0,0,0.0,0.0,0,2,7.0,0,0.7,2.7,0.0,0
00-0000166,WAS,1999,17,MIA,0.0,0,0.0,0.0,0,2,38.0,0,3.8,5.8,0.0,0
00-0000172,NYG,1999,15,LA,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000172,NYG,1999,17,DAL,0.0,0,0.0,0.0,0,1,7.0,1,6.7,7.7,0.0,0
00-0000210,CHI,1999,4,NO,0.0,0,0.0,4.0,0,0,0.0,0,0.4,0.4,0.0,0
00-0000210,CHI,1999,5,MIN,0.0,0,0.0,1.0,0,0,0.0,0,0.1,0.1,0.0,0
00-0000210,CHI,1999,9,GB,0.0,0,0.0,17.0,0,0,0.0,0,1.7,1.7,0.0,0
00-0000210,CHI,1999,10,MIN,0.0,0,0.0,2.0,0,1,2.0,0,0.4,1.4,0.0,0
00-0000210,CHI,1999,11,LAC,0.0,0,0.0,21.0,0,0,0.0,0,2.1,2.1,0.0,0
00-0000210,CHI,1999,12,DET,0.0,0,0.0,1.0,0,0,0.0,0,0.1,0.1,0.0,0
00-0000210,CHI,1999,16,LA,0.0,0,0.0,30.0,0,5,63.0,0,9.3,14.3,0.0,0
00-0000210,CHI,1999,17,TB,0.0,0,0.0,43.0,0,3,26.0,0,6.9,9.9,0.0,0
00-0000232,NE,1999,1,NYJ,0.0,0,0.0,54.0,1,1,-5.0,0,10.9,11.9,0.0,0
00-0000232,NE,1999,2,IND,0.0,0,0.0,72.0,0,2,8.0,1,14.0,16.0,0.0,0
00-0000232,NE,1999,3,NYG,0.0,0,0.0,50.0,1,1,0.0,0,11.0,12.0,0.0,0
00-0000232,NE,1999,4,CLE,0.0,0,0.0,68.0,1,0,0.0,0,12.8,12.8,0.0,0
00-0000232,NE,1999,5,KC,0.0,0,0.0,53.0,0,3,39.0,0,7.2,10.2,1.0,0
00-0000232,NE,1999,6,MIA,0.0,0,0.0,19.0,0,2,18.0,0,1.7,3.7,1.0,0
00-0000232,NE,1999,7,DEN,0.0,0,0.0,103.0,2,0,0.0,0,22.3,22.3,0.0,0
00-0000232,NE,1999,8,ARI,0.0,0,0.0,88.0,0,1,38.0,0,12.6,13.6,0.0,0
00-0000232,NE,1999,10,NYJ,0.0,0,0.0,32.0,0,1,5.0,0,3.7,4.7,0.0,0
00-0000232,NE,1999,11,MIA,0.0,0,0.0,42.0,1,1,8.0,0,11.0,12.0,0.0,0
00-0000232,NE,1999,12,BUF,0.0,0,0.0,47.0,0,0,0.0,0,4.7,4.7,0.0,0
00-0000232,NE,1999,13,DAL,0.0,0,0.0,53.0,1,0,0.0,0,11.3,11.3,0.0,0
00-0000232,NE,1999,14,IND,0.0,0,0.0,23.0,0,0,0.0,0,2.3,2.3,0.0,0
00-0000232,NE,1999,15,PHI,0.0,0,0.0,31.0,0,2,14.0,0,2.5,4.5,1.0,0
00-0000232,NE,1999,16,BUF,0.0,0,0.0,126.0,1,0,0.0,0,16.6,16.6,1.0,0
00-0000232,NE,1999,17,BAL,0.0,0,0.0,26.0,0,0,0.0,0,2.6,2.6,0.0,0
00-0000242,CHI,1999,1,KC,0.0,0,0.0,0.0,0,1,1.0,1,6.1,7.1,0.0,0
00-0000242,CHI,1999,2,SEA,0.0,0,0.0,0.0,0,1,9.0,0,0.9,1.9,0.0,0
00-0000242,CHI,1999,3,LV,0.0,0,0.0,0.0,0,1,3.0,0,0.3,1.3,0.0,0
00-0000242,CHI,1999,5,MIN,0.0,0,0.0,0.0,0,2,16.0,0,1.6,3.6,0.0,0
00-0000242,CHI,1999,6,PHI,0.0,0,0.0,0.0,0,1,3.0,0,0.3,1.3,0.0,0
00-0000242,CHI,1999,7,TB,0.0,0,0.0,0.0,0,1,2.0,0,0.2,1.2,0.0,0
00-0000242,CHI,1999,8,WAS,0.0,0,0.0,0.0,0,1,8.0,0,0.8,1.8,0.0,0
00-0000242,CHI,1999,9,GB,0.0,0,0.0,0.0,0,1,6.0,0,0.6,1.6,0.0,0
00-0000242,CHI,1999,10,MIN,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000242,CHI,1999,15,DET,0.0,0,0.0,0.0,0,1,12.0,0,1.2,2.2,0.0,0
00-0000242,CHI,1999,16,LA,0.0,0,0.0,0.0,0,2,34.0,0,3.4,5.4,0.0,0
00-0000251,TB,1999,1,NYG,0.0,0,0.0,12.0,0,2,25.0,0,3.7,5.7,0.0,0
00-0000251,TB,1999,2,PHI,0.0,0,0.0,64.0,0,3,33.0,1,15.7,18.7,0.0,0
00-0000251,TB,1999,3,DEN,0.0,0,0.0,131.0,1,1,5.0,0,17.6,18.6,1.0,0
00-0000251,TB,1999,4,MIN,0.0,0,0.0,32.0,0,3,22.0,0,5.4,8.4,0.0,0
00-0000251,TB,1999,5,GB,0.0,0,0.0,87.0,1,2,16.0,0,16.3,18.3,0.0,0
00-0000251,TB,1999,7,CHI,0.0,0,0.0,72.0,0,0,0.0,0,7.2,7.2,0.0,0
00-0000251,TB,1999,8,DET,0.0,0,0.0,32.0,0,1,16.0,0,2.8,3.8,1.0,0
00-0000251,TB,1999,9,NO,0.0,0,0.0,117.0,1,1,15.0,0,19.2,20.2,0.0,0
00-0000251,TB,1999,10,KC,0.0,0,0.0,40.0,0,1,7.0,0,0.7,1.7,2.0,0
00-0000251,TB,1999,11,ATL,0.0,0,0.0,48.0,0,2,9.0,0,5.7,7.7,0.0,0
00-0000251,TB,1999,12,SEA,0.0,0,0.0,49.0,0,1,24.0,0,7.3,8.3,0.0,0
00-0000251,TB,1999,13,MIN,0.0,0,0.0,95.0,0,1,2.0,0,9.7,10.7,0.0,0
00-0000251,TB,1999,14,DET,0.0,0,0.0,28.0,1,3,39.0,1,18.7,21.7,0.0,0
00-0000251,TB,1999,15,LV,0.0,0,0.0,6.0,0,1,4.0,0,-1.0,0.0,1.0,0
00-0000251,TB,1999,16,GB,0.0,0,0.0,79.0,2,1,3.0,0,20.2,21.2,0.0,0
00-0000251,TB,1999,17,CHI,0.0,0,0.0,64.0,1,4,19.0,0,14.3,18.3,0.0,0
00-0000279,KC,1999,1,CHI,0.0,0,0.0,37.0,0,2,14.0,0,5.1,7.1,0.0,0
00-0000279,KC,1999,2,DEN,0.0,0,0.0,142.0,0,0,0.0,0,14.2,14.2,0.0,0
00-0000316,ATL,1999,1,MIN,0.0,0,0.0,50.0,0,2,34.0,0,8.4,10.4,0.0,0
00-0000316,ATL,1999,2,DAL,0.0,0,0.0,9.0,0,0,0.0,0,0.9,0.9,0.0,0
00-0000339,NYJ,1999,1,NE,0.0,0,0.0,16.0,0,1,27.0,1,10.3,11.3,0.0,0
00-0000339,NYJ,1999,2,BUF,0.0,0,0.0,9.0,0,3,40.0,0,4.9,7.9,0.0,0
00-0000339,NYJ,1999,3,WAS,0.0,0,0.0,0.0,0,5,71.0,0,7.1,12.1,0.0,0
00-0000339,NYJ,1999,4,DEN,0.0,0,0.0,0.0,0,1,9.0,0,0.9,1.9,0.0,0
00-0000339,NYJ,1999,5,JAX,0.0,0,0.0,0.0,0,4,14.0,0,1.4,5.4,0.0,0
00-0000339,NYJ,1999,6,IND,0.0,0,0.0,0.0,0,1,18.0,1,7.8,8.8,0.0,0
00-0000339,NYJ,1999,7,LV,0.0,0,0.0,4.0,0,1,9.0,0,1.3,2.3,0.0,0
00-0000339,NYJ,1999,9,ARI,0.0,0,0.0,0.0,0,1,7.0,0,0.7,1.7,0.0,0
00-0000339,NYJ,1999,10,NE,0.0,0,0.0,21.0,0,1,8.0,0,2.9,3.9,0.0,0
00-0000339,NYJ,1999,11,BUF,0.0,0,0.0,0.0,0,2,21.0,0,2.1,4.1,0.0,0
00-0000339,NYJ,1999,12,IND,0.0,0,0.0,12.0,0,2,13.0,0,2.5,4.5,0.0,0
00-0000339,NYJ,1999,13,NYG,0.0,0,0.0,0.0,0,1,9.0,0,0.9,1.9,0.0,0
00-0000339,NYJ,1999,14,MIA,0.0,0,0.0,0.0,0,1,8.0,0,0.8,1.8,0.0,0
00-0000339,NYJ,1999,15,DAL,0.0,0,0.0,5.0,0,1,1.0,1,6.6,7.6,0.0,0
00-0000339,NYJ,1999,16,MIA,0.0,0,0.0,15.0,0,1,4.0,0,1.9,2.9,0.0,0
00-0000339,NYJ,1999,17,SEA,0.0,0,0.0,2.0,0,3,43.0,0,4.5,7.5,0.0,0
00-0000387,TB,1999,1,NYG,0.0,0,0.0,0.0,0,2,10.0,0,1.0,3.0,0.0,0
00-0000387,TB,1999,3,DEN,0.0,0,0.0,2.0,0,2,18.0,0,2.0,4.0,0.0,0
00-0000387,TB,1999,4,MIN,0.0,0,0.0,0.0,0,7,94.0,1,15.4,22.4,0.0,0
00-0000387,TB,1999,5,GB,0.0,0,0.0,0.0,0,3,23.0,0,2.3,5.3,0.0,0
00-0000387,TB,1999,7,CHI,0.0,0,0.0,0.0,0,5,47.0,0,4.7,9.7,0.0,0
00-0000387,TB,1999,8,DET,0.0,0,0.0,0.0,0,2,14.0,0,1.4,3.4,0.0,0
00-0000387,TB,1999,9,NO,0.0,0,0.0,0.0,0,2,14.0,0,1.4,3.4,0.0,0
00-0000387,TB,1999,10,KC,0.0,0,0.0,0.0,0,3,28.0,0,2.8,5.8,0.0,0
00-0000387,TB,1999,12,SEA,0.0,0,0.0,0.0,0,2,10.0,0,1.0,3.0,0.0,0
00-0000387,TB,1999,13,MIN,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000387,TB,1999,14,DET,0.0,0,0.0,0.0,0,1,30.0,0,3.0,4.0,0.0,0
00-0000387,TB,1999,15,LV,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000387,TB,1999,16,GB,0.0,0,0.0,0.0,0,1,8.0,0,0.8,1.8,0.0,0
00-0000422,BAL,1999,2,PIT,0.0,0,0.0,0.0,0,2,43.0,0,4.3,6.3,0.0,0
00-0000422,BAL,1999,3,CLE,0.0,0,0.0,0.0,0,1,16.0,0,1.6,2.6,0.0,0
00-0000422,BAL,1999,4,ATL,0.0,0,0.0,0.0,0,1,54.0,1,11.4,12.4,0.0,0
00-0000422,BAL,1999,5,TEN,0.0,0,0.0,0.0,0,2,35.0,0,3.5,5.5,0.0,0
00-0000422,BAL,1999,7,KC,0.0,0,0.0,0.0,0,6,70.0,0,7.0,13.0,0.0,0
00-0000422,BAL,1999,8,BUF,0.0,0,0.0,0.0,0,3,35.0,1,9.5,12.5,0.0,0
00-0000422,BAL,1999,9,CLE,0.0,0,0.0,0.0,0,5,38.0,0,3.8,8.8,0.0,0
00-0000422,BAL,1999,10,JAX,0.0,0,0.0,0.0,0,2,44.0,0,4.4,6.4,0.0,0
00-0000422,BAL,1999,12,JAX,0.0,0,0.0,0.0,0,2,27.0,0,2.7,4.7,0.0,0
00-0000422,BAL,1999,13,TEN,0.0,0,0.0,0.0,0,3,28.0,1,8.8,11.8,0.0,0
00-0000422,BAL,1999,14,PIT,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000422,BAL,1999,15,NO,0.0,0,0.0,0.0,0,4,50.0,1,11.0,15.0,0.0,0
00-0000422,BAL,1999,16,CIN,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000422,BAL,1999,17,NE,0.0,0,0.0,0.0,0,2,22.0,0,2.2,4.2,0.0,0
00-0000541,MIA,1999,1,DEN,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000541,DEN,1999,6,GB,0.0,0,0.0,6.0,0,1,11.0,0,1.7,2.7,0.0,0
00-0000541,DEN,1999,7,NE,0.0,0,0.0,13.0,0,3,13.0,0,2.6,5.6,0.0,0
00-0000541,DEN,1999,9,LAC,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000541,DEN,1999,10,SEA,0.0,0,0.0,2.0,0,0,0.0,0,0.2,0.2,0.0,0
00-0000552,BAL,1999,10,JAX,0.0,0,0.0,0.0,0,1,2.0,0,0.2,1.2,0.0,0
00-0000627,ATL,1999,15,TEN,0.0,0,0.0,0.0,0,5,66.0,0,6.6,11.6,0.0,0
00-0000627,ATL,1999,16,ARI,0.0,0,0.0,0.0,0,2,52.0,0,5.2,7.2,0.0,0
00-0000627,ATL,1999,17,SF,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000721,JAX,1999,1,SF,0.0,0,0.0,-2.0,0,0,0.0,0,-0.2,-0.2,0.0,0
00-0000721,JAX,1999,2,CAR,0.0,0,0.0,43.0,0,1,6.0,0,4.9,5.9,0.0,0
00-0000721,JAX,1999,3,TEN,0.0,0,0.0,0.0,0,1,7.0,0,0.7,1.7,0.0,0
00-0000721,JAX,1999,4,PIT,0.0,0,0.0,2.0,0,1,3.0,0,0.5,1.5,0.0,0
00-0000721,JAX,1999,5,NYJ,0.0,0,0.0,14.0,0,3,26.0,0,4.0,7.0,0.0,0
00-0000721,JAX,1999,6,CLE,0.0,0,0.0,1.0,0,5,40.0,0,4.1,9.1,0.0,0
00-0000721,JAX,1999,8,CIN,0.0,0,0.0,12.0,0,2,50.0,0,6.2,8.2,0.0,0
00-0000721,JAX,1999,9,ATL,0.0,0,0.0,12.0,0,1,5.0,0,1.7,2.7,0.0,0
00-0000722,BAL,1999,7,KC,69.0,0,0.0,6.0,0,0,0.0,0,3.36,3.36,0.0,0
00-0000722,BAL,1999,8,BUF,129.0,1,1.0,3.0,0,0,0.0,0,5.46,5.46,1.0,0
00-0000722,BAL,1999,9,CLE,129.0,1,0.0,23.0,0,0,0.0,0,11.46,11.46,0.0,0
00-0000722,BAL,1999,10,JAX,73.0,0,0.0,22.0,0,0,0.0,0,5.12,5.12,0.0,0
00-0000722,BAL,1999,11,CIN,274.0,2,1.0,17.0,0,0,0.0,0,16.66,16.66,1.0,0
00-0000722,BAL,1999,12,JAX,214.0,2,1.0,0.0,0,0,0.0,0,10.56,10.56,2.0,0
00-0000722,BAL,1999,13,TEN,332.0,4,0.0,8.0,0,0,0.0,0,28.08,28.08,1.0,0
00-0000722,BAL,1999,14,PIT,268.0,3,0.0,0.0,0,0,0.0,0,22.72,22.72,0.0,0
00-0000722,BAL,1999,15,NO,264.0,2,3.0,6.0,0,0,0.0,0,13.16,13.16,0.0,0
00-0000722,BAL,1999,16,CIN,178.0,1,1.0,1.0,0,0,0.0,0,9.22,9.22,0.0,0
00-0000722,BAL,1999,17,NE,163.0,0,1.0,7.0,0,0,0.0,0,3.22,3.22,1.0,0
00-0000745,NYG,1999,1,TB,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000745,NYG,1999,2,WAS,0.0,0,0.0,0.0,0,1,4.0,0,0.4,1.4,0.0,0
00-0000745,NYG,1999,3,NE,0.0,0,0.0,3.0,0,5,46.0,1,10.9,15.9,0.0,0
00-0000745,NYG,1999,4,PHI,0.0,0,0.0,0.0,0,2,6.0,0,0.6,2.6,0.0,0
00-0000745,NYG,1999,5,ARI,0.0,0,0.0,7.0,0,4,23.0,0,3.0,7.0,0.0,0
00-0000745,NYG,1999,6,DAL,0.0,0,0.0,31.0,0,5,73.0,0,16.4,21.4,0.0,0
00-0000745,NYG,1999,7,NO,0.0,0,0.0,9.0,0,1,7.0,0,1.6,2.6,0.0,0
00-0000745,NYG,1999,8,PHI,0.0,0,0.0,4.0,0,4,43.0,0,4.7,8.7,0.0,0
00-0000745,NYG,1999,10,IND,0.0,0,0.0,57.0,0,4,15.0,0,7.2,11.2,0.0,0
00-0000745,NYG,1999,11,WAS,0.0,0,0.0,44.0,0,4,46.0,0,9.0,13.0,0.0,0
00-0000745,NYG,1999,12,ARI,0.0,0,0.0,36.0,0,3,64.0,1,16.0,19.0,0.0,0
00-0000745,NYG,1999,13,NYJ,0.0,0,0.0,9.0,0,1,-7.0,0,0.2,1.2,0.0,0
00-0000745,NYG,1999,14,BUF,0.0,0,0.0,6.0,0,8,90.0,0,9.6,17.6,0.0,0
00-0000745,NYG,1999,15,LA,0.0,0,0.0,33.0,0,3,43.0,0,7.6,10.6,0.0,0
00-0000745,NYG,1999,16,MIN,0.0,0,0.0,11.0,0,8,56.0,0,6.7,14.7,0.0,0
00-0000745,NYG,1999,17,DAL,0.0,0,0.0,3.0,0,13,100.0,0,10.3,23.3,0.0,0
00-0000765,JAX,1999,1,SF,0.0,0,0.0,0.0,0,2,41.0,0,4.1,6.1,0.0,0
00-0000765,JAX,1999,2,CAR,0.0,0,0.0,0.0,0,1,1.0,0,0.1,1.1,0.0,0
00-0000765,JAX,1999,3,TEN,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000765,JAX,1999,5,NYJ,0.0,0,0.0,0.0,0,1,31.0,0,3.1,4.1,0.0,0
00-0000765,JAX,1999,8,CIN,0.0,0,0.0,0.0,0,1,11.0,0,1.1,2.1,0.0,0
00-0000765,JAX,1999,9,ATL,0.0,0,0.0,0.0,0,1,20.0,0,2.0,3.0,0.0,0
00-0000765,JAX,1999,10,BAL,0.0,0,0.0,0.0,0,1,7.0,0,0.7,1.7,0.0,0
00-0000765,JAX,1999,11,NO,0.0,0,0.0,0.0,0,2,30.0,0,9.0,11.0,0.0,0
00-0000765,JAX,1999,12,BAL,0.0,0,0.0,0.0,0,1,11.0,0,1.1,2.1,0.0,0
00-0000765,JAX,1999,13,PIT,0.0,0,0.0,0.0,0,4,31.0,0,1.1,5.1,1.0,0
00-0000765,JAX,1999,14,DEN,0.0,0,0.0,0.0,0,2,19.0,0,1.9,3.9,0.0,0
00-0000856,CIN,1999,4,LA,0.0,0,0.0,27.0,0,1,6.0,0,3.3,4.3,0.0,0
00-0000856,CIN,1999,5,CLE,0.0,0,0.0,35.0,0,0,0.0,0,3.5,3.5,0.0,0
00-0000856,CIN,1999,6,PIT,0.0,0,0.0,-1.0,0,0,0.0,0,-0.1,-0.1,0.0,0
00-0000856,CIN,1999,7,IND,0.0,0,0.0,26.0,0,0,0.0,0,2.6,2.6,0.0,0
00-0000856,CIN,1999,8,JAX,0.0,0,0.0,11.0,0,3,47.0,0,5.8,8.8,0.0,0
00-0000856,CIN,1999,9,SEA,0.0,0,0.0,1.0,0,2,7.0,0,0.8,2.8,0.0,0
00-0000856,CIN,1999,11,BAL,0.0,0,0.0,0.0,0,1,19.0,0,1.9,2.9,0.0,0
00-0000856,CIN,1999,12,PIT,0.0,0,0.0,35.0,0,2,22.0,0,5.7,7.7,0.0,0
00-0000856,CIN,1999,13,SF,0.0,0,0.0,0.0,0,1,5.0,0,0.5,1.5,0.0,0
00-0000856,CIN,1999,14,CLE,0.0,0,0.0,44.0,0,1,4.0,0,4.8,5.8,0.0,0
00-0000856,CIN,1999,16,BAL,0.0,0,0.0,41.0,0,2,4.0,0,4.5,6.5,0.0,0
00-0000856,CIN,1999,17,JAX,0.0,0,0.0,86.0,0,3,58.0,0,14.4,17.4,0.0,0
00-0000865,DET,1999,1,SEA,216.0,3,1.0,-3.0,0,0,0.0,0,18.34,18.34,0.0,0
00-0000865,DET,1999,2,GB,174.0,2,2.0,9.0,1,0,0.0,0,17.86,17.86,0.0,0
00-0000865,DET,1999,3,KC,213.0,2,2.0,12.0,0,0,0.0,0,15.72,15.72,0.0,1
00-0000865,DET,1999,5,LAC,230.0,1,1.0,20.0,0,0,0.0,0,13.2,13.2,0.0,0
00-0000865,DET,1999,6,MIN,70.0,0,0.0,0.0,0,0,0.0,0,2.8,2.8,0.0,0
00-0000865,DET,1999,7,CAR,206.0,2,1.0,13.0,0,0,0.0,0,15.54,15.54,0.0,0
00-0000865,DET,1999,8,TB,128.0,0,0.0,15.0,0,0,0.0,0,6.62,6.62,0.0,0
00-0000865,DET,1999,9,LA,148.0,1,0.0,0.0,0,0,0.0,0,9.92,9.92,0.0,0
00-0000865,DET,1999,15,CHI,95.0,0,0.0,12.0,1,0,0.0,0,11.0,11.0,0.0,0
00-0000865,DET,1999,16,DEN,267.0,1,0.0,9.0,0,0,0.0,0,15.58,15.58,0.0,0
00-0000865,DET,1999,17,MIN,161.0,1,0.0,0.0,0,0,0.0,0,8.44,8.44,1.0,0
00-0000869,CHI,1999,6,PHI,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000869,CHI,1999,8,WAS,0.0,0,0.0,0.0,0,1,11.0,0,1.1,2.1,0.0,0
00-0000869,CHI,1999,9,GB,0.0,0,0.0,0.0,0,1,8.0,0,0.8,1.8,0.0,0
00-0000869,CHI,1999,16,LA,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
00-0000871,ARI,1999,1,PHI,0.0,0,0.0,6.0,1,0,0.0,0,6.6,6.6,0.0,0
00-0000871,ARI,1999,3,SF,0.0,0,0.0,1.0,1,0,0.0,0,6.1,6.1,0.0,0
