player_id,season,std_dev,ppg
00-0000387,2001,3.0822790444233723,1.962499976158142
00-0000422,1999,4.940792309331548,6.449999809265137
00-0000534,2000,7.312877814040521,6.618750095367432
00-0000541,1999,2.4617066916349306,0.53125
00-0000541,2003,4.17412687354383,0.6500000357627869
00-0000552,1999,,0.07500000298023224
00-0000552,2000,5.723744159421287,3.09375
00-0000552,2001,5.637297233354523,3.9625000953674316
00-0000552,2003,4.0901303180904724,1.068750023841858
00-0000552,2004,3.515806824593037,4.518750190734863
00-0000552,2005,3.845993575362558,3.981250047683716
00-0000552,2006,1.9608388229777753,2.1624999046325684
00-0000598,2000,3.5680061178782205,1.1375000476837158
00-0000598,2002,1.1313707824635184,0.3499999940395355
00-0000627,1999,5.856051160109466,1.1749999523162842
00-0000721,1999,3.4893460698020013,2.2437500953674316
00-0000722,1999,8.047833691998738,8.063750267028809
00-0000722,2000,8.476962871109977,5.326250076293945
00-0000722,2001,6.2932020287689685,8.539999961853027
00-0000722,2003,3.7800616387399417,2.776249885559082
00-0000722,2004,0.4525483298441468,0.03999999910593033
00-0000722,2005,,0.41999998688697815
00-0000727,2001,,0.0
00-0000745,1999,7.652526708293244,10.637499809265137
00-0000745,2000,5.899703317607526,17.987499237060547
00-0000745,2001,5.565651940235397,15.012499809265137
00-0000745,2002,6.6481952277813825,20.087499618530273
00-0000745,2003,5.725949687162356,15.287500381469727
00-0000745,2004,8.744712834793372,21.725000381469727
00-0000745,2005,10.381128715979493,22.4375
00-0000745,2006,9.232675052811276,18.668750762939453
00-0000765,1999,3.0207163427206405,2.512500047683716
00-0000765,2000,2.6870057347914016,0.23749999701976776
00-0000765,2002,0.4949747805480621,0.33125001192092896
00-0000765,2003,6.4346714306283825,0.606249988079071
00-0000781,2000,1.7988885465367288,0.48750001192092896
00-0000856,1999,4.604831040001096,3.981250047683716
00-0000865,1999,4.9590007782476295,8.438750267028809
00-0000865,2000,6.52140577805027,9.291250228881836
00-0000865,2001,9.124445484728229,7.386250019073486
00-0000865,2003,2.276883771357473,0.0612499937415123
00-0000865,2005,5.98536016142752,1.3025000095367432
00-0000865,2006,8.629390416844723,2.3924999237060547
00-0000865,2007,4.923533344044471,0.6612499952316284
00-0000865,2009,,0.042500000447034836
00-0000865,2010,9.088484084012773,1.442500114440918
00-0000865,2011,3.7079375320232164,0.382500022649765
00-0000865,2012,7.8347430815989805,0.9375
00-0000869,1999,1.1324751221322191,0.24374999105930328
00-0000869,2000,1.708800719153066,0.5
00-0000869,2001,9.503157727395182,1.9375
00-0000869,2002,5.345229962092536,8.931249618530273
00-0000869,2003,2.9666899931859594,2.2562499046325684
00-0000871,1999,6.526390867607996,5.162499904632568
00-0000871,2000,4.278664438401454,3.1624999046325684
00-0000872,1999,2.914103632710788,0.8999999761581421
00-0000872,2000,1.9458135778700698,0.8999999761581421
00-0000883,1999,2.121448914096204,1.8312499523162842
00-0000883,2000,1.2932835961935674,1.46875
00-0000883,2001,3.414883376109367,1.6687500476837158
00-0000883,2002,,0.0
00-0000911,1999,3.2066597038882114,1.662500023841858
00-0000911,2000,4.4977773160964585,1.1375000476837158
00-0000911,2001,3.37629374550467,3.049999952316284
00-0000911,2002,2.8917122954681336,0.6312500238418579
00-0000942,1999,6.5026227737965465,6.737500190734863
00-0000942,2000,6.558985093980674,6.543749809265137
00-0000942,2001,1.6161275425571242,2.325000047683716
00-0000942,2002,2.867353228360616,3.168750047683716
00-0000942,2003,3.3810395506562423,2.862499952316284
00-0000942,2004,0.7918107741653175,0.9937499761581421
00-0000942,2005,0.0,0.20000000298023224
00-0000969,1999,4.59104193230775,1.15625
00-0001098,2000,4.741307869658205,5.25
00-0001098,2001,2.226207560474908,3.637500047683716
00-0001098,2002,2.1177556159374435,3.1499998569488525
00-0001098,2003,3.700022346370614,3.9937500953674316
00-0001098,2004,3.442867016701292,0.48124998807907104
00-0001102,1999,5.906406720471475,7.662499904632568
00-0001102,2000,3.007601441704379,0.7562499642372131
00-0001102,2001,1.8180565592138989,2.0062499046325684
00-0001103,1999,2.122177225842983,1.649999976158142
00-0001112,1999,3.683917718529132,1.5812499523162842
00-0001112,2002,0.20736440261059208,0.543749988079071
00-0001215,1999,5.391462294663842,11.5649995803833
00-0001215,2000,6.13152706905192,12.431249618530273
00-0001215,2001,6.690060396576296,9.329999923706055
00-0001215,2002,8.825114881000024,8.206250190734863
00-0001215,2003,6.243686817569143,8.668749809265137
00-0001215,2004,6.721333049787658,11.693750381469727
00-0001215,2005,8.024885646749773,6.175000190734863
00-0001218,1999,7.249759611032401,18.438749313354492
00-0001218,2000,7.305029012370142,11.833749771118164
00-0001218,2002,3.794417132195716,3.4937500953674316
00-0001218,2003,5.55240193997567,0.9287499785423279
00-0001222,2006,,0.0625
00-0001224,1999,9.864187188877747,9.231249809265137
00-0001224,2000,8.76909180213557,9.350000381469727
00-0001224,2001,9.162259535242676,3.1937499046325684
00-0001233,1999,3.6949965477167206,1.1437499523162842
00-0001272,2000,1.9728779466681399,0.31874996423721313
00-0001281,1999,2.656177166632135,1.9437499046325684
00-0001281,2000,5.020795902366308,2.8687500953674316
00-0001317,1999,2.5893800886601777,2.4124999046325684
00-0001317,2000,1.2020813931472156,0.643750011920929
00-0001317,2001,,0.11249999701976776
00-0001335,1999,9.207104892099592,11.168749809265137
00-0001335,2000,7.549368433235122,8.603750228881836
00-0001335,2001,,-0.0062500000931322575
00-0001335,2002,5.494504768581125,7.747499942779541
00-0001335,2003,8.847587876035536,8.486249923706055
00-0001335,2004,3.0651591060376417,0.35249999165534973
00-0001335,2005,3.832518913346175,0.3812500238418579
00-0001361,1999,7.89198064808135,12.428750038146973
00-0001361,2000,6.81146096194841,11.980000495910645
00-0001361,2001,10.946012480492564,1.3624999523162842
00-0001361,2002,9.452717423917163,15.69124984741211
00-0001361,2003,7.642012622138904,8.206250190734863
00-0001361,2004,7.240228522401324,10.029999732971191
00-0001361,2005,8.19831854222854,12.90999984741211
00-0001361,2006,3.8147012619837533,4.460000038146973
00-0001471,1999,,-0.012500000186264515
00-0001477,1999,10.827206671409172,3.731250047683716
00-0001477,2000,5.619845751856643,6.331250190734863
00-0001477,2001,8.912804904474989,16.203750610351562
00-0001477,2002,8.558018988463457,16.103750228881836
00-0001477,2003,6.3206620492274395,9.175000190734863
00-0001477,2004,5.1897561506401715,7.557499885559082
00-0001477,2005,6.746052975659312,7.849999904632568
00-0001477,2006,9.36923880231553,10.725000381469727
00-0001477,2007,4.945830199570096,6.925000190734863
00-0001477,2008,5.2832168195715115,2.9625000953674316
00-0001477,2009,4.5519225681792586,2.549999952316284
00-0001525,1999,2.073161767586689,0.35624998807907104
00-0001532,1999,5.878435256035059,6.206250190734863
00-0001532,2000,10.871214085594502,13.193750381469727
00-0001532,2001,7.419206594510201,19.20625114440918
00-0001532,2002,8.108626162202857,5.756249904632568
00-0001532,2003,12.26147414096809,12.487500190734863
00-0001532,2005,2.3065125933588053,0.75
00-0001545,2001,12.860194656353197,3.8687500953674316
00-0001545,2002,,0.14374999701976776
00-0001545,2003,5.417169975992551,0.4587499797344208
00-0001545,2005,5.433864204580822,1.1487500667572021
00-0001545,2010,,0.8550000190734863
00-0001582,1999,6.5342684506778586,0.9624999761581421
00-0001627,1999,6.73715756970447,8.143750190734863
00-0001627,2000,0.0,0.0
00-0001627,2001,5.743460056851417,5.974999904632568
00-0001627,2002,9.03762515266753,9.350000381469727
00-0001627,2003,7.123510225567967,5.875
00-0001627,2004,4.7990765971779465,5.306250095367432
00-0001627,2005,6.279958594694118,6.837500095367432
00-0001627,2006,3.3242542180023165,1.899999976158142
00-0001661,1999,3.0601031157348952,4.662499904632568
00-0001661,2000,6.985553454214504,9.806249618530273
00-0001661,2001,3.534617996509889,5.412499904632568
00-0001661,2002,4.238508928050955,7.068749904632568
00-0001661,2003,2.9206445434471044,3.8187499046325684
00-0001661,2004,3.140461746957832,1.8937499523162842
00-0001661,2005,3.6851202899917186,2.231250047683716
00-0001661,2006,0.5412947145981676,0.543749988079071
00-0001661,2007,3.270066223737742,1.75
00-0001719,1999,2.76043464069393,1.024999976158142
00-0001719,2000,1.006644594527365,0.20000000298023224
00-0001766,1999,2.0435535842526487,1.1749999523162842
00-0001766,2000,3.9833061842980513,2.231250047683716
00-0001766,2001,3.3898243918167164,1.65625
00-0001783,1999,3.0673648935602635,2.7874999046325684
00-0001783,2000,1.0115993913427213,0.625
00-0001785,1999,1.4283556845098344,-0.051249995827674866
00-0001785,2000,2.5173001953935437,0.20499999821186066
00-0001823,2000,10.240601308886031,6.922500133514404
00-0001823,2001,8.042019235578046,15.817500114440918
00-0001823,2002,7.518141654067379,16.011249542236328
00-0001823,2003,7.803623988728683,14.383749961853027
00-0001823,2004,4.060842913473817,15.462499618530273
00-0001823,2005,6.099779284662479,10.586250305175781
00-0001823,2006,5.591644409587494,2.9125001430511475
00-0001842,1999,2.5784901915817757,1.9187500476837158
00-0001842,2000,2.4650316519037574,2.9749999046325684
00-0001848,2000,3.6062445166164347,0.5062500238418579
00-0001862,1999,5.3506033899633385,4.96875
00-0001862,2000,2.064245850419139,1.399999976158142
00-0001862,2001,1.2288205504318876,0.26249998807907104
00-0001907,1999,3.6917041209218397,2.416249990463257
00-0001907,2000,3.267353601948436,1.0425000190734863
00-0001919,1999,,0.0
00-0001938,1999,3.6097093362901607,1.2000000476837158
00-0001980,2001,,0.03750000149011612
00-0001980,2005,,0.02500000037252903
00-0002005,1999,4.101915870775597,2.674999952316284
00-0002005,2000,2.0687428949002356,1.4375
00-0002005,2001,2.408874951207891,1.03125
00-0002027,1999,3.165238775321861,3.956249952316284
00-0002027,2000,1.7672955100827792,0.21875
00-0002058,1999,7.979575509099111,16.181249618530273
00-0002058,2000,8.577778865709782,15.56874942779541
00-0002058,2001,8.578723894189144,16.962499618530273
00-0002058,2002,6.705914707998099,11.743749618530273
00-0002058,2003,5.936016410386143,7.481249809265137
00-0002058,2004,4.571651815612129,3.0
00-0002068,1999,4.0613757553055425,5.568749904632568
00-0002068,2000,8.55698528244827,13.125
00-0002068,2001,6.828469988804278,17.0
00-0002068,2002,9.240331779649816,12.837499618530273
00-0002068,2003,7.616782837746278,7.118750095367432
00-0002068,2004,4.1216327407849676,2.5875000953674316
00-0002068,2005,5.087453477232262,6.099999904632568
00-0002068,2006,3.828066671708949,6.887499809265137
00-0002099,1999,9.646055444585029,15.087499618530273
00-0002099,2000,9.72724503157594,17.59375
00-0002099,2001,9.433272228252978,13.056249618530273
00-0002099,2002,8.302045282103592,14.143750190734863
00-0002099,2003,5.245802439106178,12.59000015258789
00-0002099,2004,7.596303986666232,15.387499809265137
00-0002099,2005,6.559087989486013,6.65625
00-0002099,2006,6.994747878242701,12.737500190734863
00-0002099,2007,6.453144889389288,9.493749618530273
00-0002099,2008,7.480800811413076,11.5625
00-0002099,2009,3.499206391403773,2.9125001430511475
00-0002102,1999,2.476064890901177,2.2249999046325684
00-0002102,2000,3.544925998031701,3.387500047683716
00-0002102,2001,1.742535068609039,1.3624999523162842
00-0002102,2002,2.5351747401261524,1.600000023841858
00-0002102,2003,4.313351297802982,0.5062500238418579
00-0002102,2004,0.9695359772211656,0.574999988079071
00-0002102,2005,1.1313709510509125,0.26249998807907104
00-0002102,2006,2.5365893243200386,1.7000000476837158
00-0002110,1999,6.849090350725568,11.9375
00-0002110,2000,7.3121484381365836,14.1875
00-0002110,2001,6.056388428952137,10.672500610351562
00-0002110,2002,6.878454251048275,9.888750076293945
00-0002110,2003,7.14955487258641,2.2037501335144043
00-0002110,2004,7.237680000422552,4.122499942779541
00-0002110,2005,8.003241734212974,12.193750381469727
00-0002110,2006,7.134110911079534,6.309999942779541
00-0002110,2009,1.0991359892025776,0.11124999821186066
00-0002110,2010,7.155920355025094,0.6674999594688416
00-0002110,2011,,0.06750000268220901
00-0002159,2000,5.599974447637284,7.818749904632568
00-0002159,2001,10.108235800746852,3.8125
00-0002159,2002,3.252691189243434,0.3375000059604645
00-0002159,2003,5.217774205250552,10.412500381469727
00-0002159,2004,4.45524042296305,6.287499904632568
00-0002159,2005,4.241383426192867,6.25
00-0002159,2006,4.617575279953308,1.493749976158142
00-0002380,1999,,0.08749999850988388
00-0002380,2000,2.586503384264759,0.4312499761581421
00-0002380,2001,2.4525497510415435,1.0
00-0002380,2002,2.594910497777371,2.3187499046325684
00-0002380,2003,1.9405325009491863,1.506250023841858
00-0002380,2004,,0.5625
00-0002380,2005,0.3605551473840243,0.3187499940395355
00-0002459,1999,5.412866353046609,5.099999904632568
00-0002459,2000,,0.05624999850988388
00-0002469,1999,5.833757550987613,3.1312499046325684
00-0002469,2000,4.4908024121584145,3.6312499046325684
00-0002469,2001,4.786090958321901,5.75
00-0002469,2002,5.582751444779809,2.2750000953674316
00-0002544,1999,5.400925756281791,3.7125000953674316
00-0002544,2000,1.4985707465900209,0.90625
00-0002565,1999,,0.0
00-0002565,2000,3.1038685130099206,1.7874999046325684
00-0002565,2001,2.058610878009402,2.112499952316284
00-0002565,2002,2.3516769727204045,2.84375
00-0002565,2003,2.337636685675155,2.84375
00-0002565,2004,0.1414213056610913,0.22499999403953552
00-0002565,2005,2.930870132396042,0.7124999761581421
00-0002565,2006,3.256374473798545,4.737500190734863
00-0002565,2007,,0.06875000149011612
00-0002565,2008,,0.19374999403953552
00-0002586,1999,2.1331380648578793,1.381250023841858
00-0002586,2000,2.486184022051558,1.625
00-0002586,2002,4.367869580227428,3.8062498569488525
00-0002586,2003,3.303494700703407,4.618750095367432
00-0002586,2004,7.8594804653612975,4.206250190734863
00-0002586,2005,2.2550560111597333,2.0562500953674316
00-0002586,2006,1.9824685831105044,2.1500000953674316
00-0002586,2008,4.545641446185585,2.2562499046325684
00-0002655,2001,,-0.0062500000931322575
00-0002655,2003,,0.01875000074505806
00-0002701,1999,4.169892251488841,1.9874999523162842
00-0002713,1999,1.9253334851864914,2.0
00-0002713,2000,2.2057932266030242,2.331249952316284
00-0002713,2001,1.4941553445228144,1.1062500476837158
00-0002713,2002,,0.0
00-0002721,1999,9.947275178275405,17.399999618530273
00-0002721,2000,8.751447490973273,17.212499618530273
00-0002721,2001,6.542244297249039,12.03125
00-0002721,2002,3.9098592570162425,1.1624999046325684
00-0002743,1999,4.8774995714477845,0.8062500357627869
00-0002743,2001,5.169536103904834,4.381249904632568
00-0002743,2003,3.0084881267614905,0.956250011920929
00-0002743,2004,0.4949747805480621,0.10625000298023224
00-0002787,1999,5.609190735917626,3.5625
00-0002787,2000,7.593752975101132,2.226250171661377
00-0002846,1999,5.632402356520029,9.15625
00-0002846,2000,4.181398659300211,10.581250190734863
00-0002846,2001,6.231639563175157,11.25
00-0002846,2002,4.1361617063882266,6.212500095367432
00-0002846,2003,4.434241813427546,2.737499952316284
00-0002861,1999,5.817008022388979,5.800000190734863
00-0002861,2000,5.3154908001516485,3.21875
00-0002861,2001,5.022681965681268,8.725000381469727
00-0002861,2002,3.2428026636083915,4.556250095367432
00-0002861,2003,2.6162952084014015,0.4312500059604645
00-0002873,1999,,0.35624998807907104
00-0002873,2000,2.192031291418128,1.681249976158142
00-0002876,1999,8.69419184767334,8.875
00-0002876,2000,7.033254821895462,6.855000019073486
00-0002876,2001,8.27427685312744,9.892499923706055
00-0002876,2002,3.759874593046011,2.882499933242798
00-0002876,2003,4.398700235463032,2.84375
00-0002876,2004,5.363034172947188,0.5375000238418579
00-0002942,1999,8.434308717521784,6.956250190734863
00-0002942,2000,4.4380174237391055,1.274999976158142
00-0002942,2001,3.099413383682723,2.0625
00-0002942,2002,,0.0
00-0002958,1999,4.454772519170376,0.65625
00-0002962,1999,6.616989075511932,7.949999809265137
00-0002962,2000,7.668289719945167,13.149999618530273
00-0002962,2001,5.375827534171233,8.5625
00-0002962,2002,5.643302084165925,10.631250381469727
00-0002962,2003,4.525798988105274,3.8687500953674316
00-0002962,2004,4.3654550413658875,4.793749809265137
00-0002962,2005,2.4296090292080197,1.8937499523162842
00-0002970,1999,5.699005733295894,8.300000190734863
00-0002970,2000,2.308498793196618,4.762499809265137
00-0002970,2001,7.312717371576961,8.537500381469727
00-0002970,2002,3.167212989518696,3.6437501907348633
00-0002985,1999,,0.23749999701976776
00-0003035,1999,,0.09375
00-0003035,2000,4.23583600112673,4.818749904632568
00-0003035,2001,5.995822592710776,8.725000381469727
00-0003035,2002,0.7071067811865476,0.38749998807907104
00-0003035,2003,3.4632491519370743,5.956250190734863
00-0003035,2004,4.40945932032291,3.512500047683716
00-0003035,2005,4.678966370247883,3.6812498569488525
00-0003035,2006,9.273511888480128,8.975000381469727
00-0003035,2007,5.238411225202935,7.65625
00-0003035,2008,3.0765172149963793,5.231249809265137
00-0003035,2009,4.424992025946495,2.84375
00-0003035,2010,,0.13750000298023224
00-0003039,1999,3.044816866169609,4.118750095367432
00-0003039,2000,3.8676065856231965,5.050000190734863
00-0003103,1999,4.934240165869926,4.15625
00-0003103,2001,6.341698475543049,3.049999952316284
00-0003103,2002,3.799624127024042,2.075000047683716
00-0003103,2003,2.2528994080033153,1.5
00-0003103,2004,1.1495340418865203,0.78125
00-0003103,2005,4.44250313655787,0.793749988079071
00-0003128,1999,2.655811320862897,0.53125
00-0003136,1999,2.444490891388264,1.1437499523162842
00-0003136,2000,4.1098660469675865,1.368749976158142
00-0003136,2001,4.978955704344503,0.7125000357627869
00-0003136,2002,3.0404719243639,2.143749952316284
00-0003136,2003,7.539031563050051,2.7249999046325684
00-0003136,2004,7.127271549524418,1.7687500715255737
00-0003136,2005,1.2952477572174481,0.3687500059604645
00-0003142,1999,4.6182865700108895,5.0625
00-0003142,2000,1.3992422047538358,1.212499976158142
00-0003175,1999,2.72176418354778,1.125
00-0003175,2000,1.97641654805339,2.387500047683716
00-0003220,2001,2.969848430407281,0.4375
00-0003266,1999,3.1021945901820906,2.0875000953674316
00-0003266,2000,2.615339497397141,0.6187499761581421
00-0003266,2001,,0.08124999701976776
00-0003271,1999,4.874349861809,3.7874999046325684
00-0003292,1999,9.19634797890107,6.894999980926514
00-0003292,2000,6.5271984186264325,13.4712495803833
00-0003292,2001,6.056367368659718,11.916250228881836
00-0003292,2002,6.397921425648099,13.163749694824219
00-0003292,2003,8.067426810403608,8.831250190734863
00-0003292,2004,10.728351470472903,11.331250190734863
00-0003292,2005,5.65352412156645,13.010000228881836
00-0003292,2006,6.391995116440839,0.9975000023841858
00-0003292,2007,3.637502745779494,1.183750033378601
00-0003292,2008,5.41970581165063,9.133749961853027
00-0003292,2009,7.252442764562585,3.78125
00-0003292,2010,7.196255081717437,6.813750267028809
00-0003292,2011,2.309891783462525,1.1962499618530273
00-0003310,1999,3.3669966353439382,0.637499988079071
00-0003315,2001,,0.13750000298023224
00-0003315,2002,4.483057016324946,0.4762499928474426
00-0003315,2003,0.8315768366828216,0.14124999940395355
00-0003315,2004,1.4707820509200527,0.12999999523162842
00-0003315,2005,,-0.012500000186264515
00-0003315,2007,5.218821689142265,3.226249933242798
00-0003315,2009,1.2979984611507986,0.36000001430511475
00-0003315,2010,4.355777622066352,-0.45499998331069946
00-0003344,1999,3.9118409090679154,0.7437499761581421
00-0003344,2000,3.436513378383519,4.118750095367432
00-0003344,2001,4.003734396936544,4.487500190734863
00-0003344,2002,1.5608300809821745,0.9375
00-0003344,2004,,0.13750000298023224
00-0003378,1999,7.753874574837197,13.368749618530273
00-0003378,2000,11.46783881138709,8.225000381469727
00-0003378,2001,5.5985873635655246,2.7312498092651367
00-0003395,1999,,0.0
00-0003396,1999,8.803266171149604,6.5625
00-0003396,2000,7.655624434261707,9.487499237060547
00-0003396,2001,6.88723129872192,14.693750381469727
00-0003396,2002,8.229377480595923,11.59375
00-0003396,2003,4.5560947369432,7.625
00-0003396,2004,6.721669050981848,6.143750190734863
00-0003400,1999,1.4849241730567921,0.13124999403953552
00-0003400,2000,1.2676609381549253,0.706250011920929
00-0003400,2001,6.208458572887553,6.868750095367432
00-0003400,2002,4.559235092993326,6.056250095367432
00-0003400,2003,2.950423736597153,4.1875
00-0003400,2004,3.8608535300803593,1.6375000476837158
00-0003400,2005,6.954794572954285,2.09375
00-0003400,2006,4.315475840181112,1.2312499284744263
00-0003441,1999,2.9214315247973257,1.1749999523162842
00-0003535,1999,7.54764357111295,9.6225004196167
00-0003535,2000,6.937260375089267,4.616250038146973
00-0003535,2001,5.928266831558518,9.774999618530273
00-0003535,2002,8.671575102685802,9.711250305175781
00-0003535,2003,7.838371682255476,4.585000038146973
00-0003557,1999,0.4201587096993831,0.032499998807907104
00-0003557,2002,,0.017500000074505806
00-0003600,2000,0.5507570554951906,0.08749999850988388
00-0003600,2001,2.375878710608346,0.20999999344348907
00-0003610,1999,3.2532501845558417,2.2562501430511475
00-0003663,1999,3.36822056701316,3.293750047683716
00-0003663,2000,6.472571391184532,4.449999809265137
00-0003663,2001,4.650918590891596,3.21875
00-0003663,2002,5.514416371538871,3.737499952316284
00-0003663,2003,4.611762258498759,4.175000190734863
00-0003663,2004,4.899992316538736,3.7437500953674316
00-0003663,2005,3.7323809123337446,3.1812500953674316
00-0003663,2006,2.424871161255067,1.725000023841858
00-0003663,2007,,0.0
00-0003681,1999,1.734380829656563,0.90625
00-0003681,2000,1.1180339754218913,0.4375
00-0003681,2001,0.8660254037844386,0.09375
00-0003700,1999,9.896320685090508,16.287500381469727
00-0003700,2000,7.6410803452235125,6.012499809265137
00-0003700,2001,10.226191862076519,3.96875
00-0003700,2002,4.189603617508556,3.0062499046325684
00-0003715,1999,5.472050418434774,0.71875
00-0003739,1999,,0.03750000149011612
00-0003739,2000,7.919895169849571,21.197500228881836
00-0003739,2001,7.5194524371783205,12.567500114440918
00-0003739,2002,9.589543279964452,17.813749313354492
00-0003739,2003,5.675672517182634,17.084999084472656
00-0003739,2004,8.606490490169826,23.329999923706055
00-0003739,2005,10.23963815624092,4.916250228881836
00-0003739,2006,3.0507921752473632,2.947499990463257
00-0003739,2007,9.681321013837074,4.992499828338623
00-0003739,2008,5.071500747315048,2.6212499141693115
00-0003739,2009,7.288585365571965,2.9312500953674316
00-0003761,1999,7.436135038313036,4.577499866485596
00-0003761,2000,8.96775368158491,4.03125
00-0003761,2001,5.024687116910575,2.682499885559082
00-0003803,1999,2.829016374089578,0.3062500059604645
00-0003803,2000,1.1870833013812838,0.35624998807907104
00-0003803,2001,3.5753786850151323,0.8374999761581421
00-0003803,2002,,0.08749999850988388
00-0003803,2004,,0.16875000298023224
00-0003944,1999,3.6448268742330696,1.131250023841858
00-0003944,2000,1.1313709510509125,0.574999988079071
00-0004004,1999,3.8890872122323144,0.543749988079071
00-0004004,2000,3.752889887671744,2.700000047683716
00-0004004,2001,1.745979485323411,1.1124999523162842
00-0004004,2002,5.431400250696711,3.581249952316284
00-0004052,1999,8.78359170353746,16.981250762939453
00-0004052,2000,7.546680224452366,15.71875
00-0004052,2001,5.949282099285732,13.606249809265137
00-0004052,2002,8.565398883157743,9.949999809265137
00-0004052,2003,7.908102096276682,13.518750190734863
00-0004052,2004,1.9798991221922484,0.9000000357627869
00-0004052,2005,8.453834145894117,8.506250381469727
00-0004052,2006,3.327450038433779,2.668750047683716
00-0004054,1999,4.513221143300615,2.293750047683716
00-0004054,2000,7.507129823956751,2.6187500953674316
00-0004054,2001,3.0041636830584695,5.5625
00-0004055,2000,1.8681541870940965,0.375
00-0004055,2001,1.7584083999712579,0.4000000059604645
00-0004060,1999,1.7724747800400356,0.8187500238418579
00-0004063,1999,3.717807787619125,3.2750000953674316
00-0004063,2000,3.1399068502003145,2.918750047683716
00-0004063,2001,3.111269904655767,0.2750000059604645
00-0004063,2002,3.6759190640024455,1.6062500476837158
00-0004071,1999,1.744515206672777,0.36250001192092896
00-0004077,1999,6.865614813286451,12.324999809265137
00-0004077,2000,7.465386849319161,10.0
00-0004077,2001,2.1325318622161062,2.7124998569488525
00-0004079,1999,4.4906250966283805,2.5999999046325684
00-0004091,1999,,0.4000000059604645
00-0004091,2003,,0.08749999850988388
00-0004091,2009,,0.02500000037252903
00-0004112,2001,3.1633315323790026,0.625
00-0004112,2002,,0.0
00-0004161,1999,0.7071067811865476,2.502500057220459
00-0004161,2002,2.3231013085104264,0.26999998092651367
00-0004161,2003,5.220380246241962,10.69124984741211
00-0004161,2004,6.044945964664029,15.5337495803833
00-0004161,2005,5.475000002779743,12.37125015258789
00-0004161,2006,5.639559007794597,9.462499618530273
00-0004161,2007,5.862570447052492,3.5799999237060547
00-0004161,2008,6.771559134397812,10.9662504196167
00-0004161,2009,7.063268716510655,4.912499904632568
00-0004161,2010,5.625573893441532,1.6675000190734863
00-0004161,2011,,0.6524999737739563
00-0004172,1999,3.6799909982104713,1.4187500476837158
00-0004172,2000,,0.0
00-0004200,1999,7.057147894902196,1.037500023841858
00-0004200,2000,4.68506364816975,2.09375
00-0004200,2001,,0.02500000037252903
00-0004200,2002,,0.012500000186264515
00-0004229,1999,,0.9399999976158142
00-0004229,2000,1.9798989957517028,-0.07500000298023224
00-0004229,2001,0.682583345538855,0.04000000283122063
00-0004229,2002,16.263456178024835,1.4600000381469727
