player_id,player_name,season,position,ppg,par
00-0037267,J.Ford,2024,RB,7.882352941176471,1.0529412662281716
00-0035640,D.Metcalf,2024,WR,11.247058644014244,0.9764700496897945
00-0033699,A.Ekeler,2024,RB,7.782353120691636,0.9529414457433365
00-0037838,I.Likely,2024,TE,7.276470408720129,0.8882352043600639
00-0036040,J.Johnson,2024,TE,7.223529591279871,0.8352943869198066
00-0036973,T.Etienne,2024,RB,7.6588233498966,0.8294116749483003
00-0034270,T.Conklin,2024,TE,7.170588325051701,0.7823531206916359
00-0038555,T.Bigsby,2024,RB,7.588235294117647,0.7588236191693474
00-0039894,X.Worthy,2024,WR,11.011764526367188,0.7411759320427382
00-0037834,B.Purdy,2024,QB,15.69764799230239,0.7247072107651658
00-0036290,C.Kmet,2024,TE,7.082353030934053,0.6941178265739882
00-0030565,G.Smith,2024,QB,15.647058823529411,0.6741180419921875
00-0034975,J.Hill,2024,RB,7.476470498477711,0.6470588235294112
00-0030279,K.Allen,2024,WR,10.847058464499082,0.5764698701746322
00-0034383,D.Schultz,2024,TE,6.9529414457433365,0.5647062413832717
00-0032104,A.Abdullah,2024,RB,7.364705702837775,0.535294027889476
00-0038117,W.Robinson,2024,WR,10.747058644014244,0.47647004968979445
00-0037228,J.Warren,2024,RB,7.299999910242417,0.47058823529411775
00-0037261,K.Shakir,2024,WR,10.735294117647058,0.4647055233226087
00-0038997,J.Downs,2024,WR,10.717646879308363,0.447058284983914
00-0037809,C.Okonkwo,2024,TE,6.682352851418888,0.2941176470588234
00-0036637,N.Gray,2024,TE,6.664706061868107,0.2764708575080421
00-0023459,A.Rodgers,2024,QB,15.09294038660386,0.11999960506663676
00-0034159,W.Dissly,2024,TE,6.476470498477712,0.08823529411764763
00-0033908,C.Kupp,2024,WR,10.294117647058824,0.023529052734375
00-0038544,Q.Johnston,2024,WR,10.27647040872013,0.0058818143956802516
00-0032392,A.Hooper,2024,TE,6.388235204360065,0.0
00-0036550,R.Bateman,2024,WR,10.27058859432445,0.0
00-0039875,R.Davis,2024,RB,6.829411674948299,0.0
00-0039918,C.Williams,2024,QB,14.972940781537224,0.0
00-0037525,J.Mason,2024,RB,6.764705882352941,-0.06470579259535825
00-0039032,T.Spears,2024,RB,6.682352851418888,-0.14705882352941124
00-0038041,J.Ferguson,2024,TE,6.141176560345818,-0.24705864401424638
00-0035644,N.Fant,2024,TE,6.117647058823529,-0.27058814553653576
00-0034351,D.Goedert,2024,TE,6.0941175573012405,-0.29411764705882426
00-0034981,F.Moreau,2024,TE,6.076470767750459,-0.3117644366096055
00-0033357,T.Hill,2024,TE,6.019999784581802,-0.36823541977826313
00-0038933,D.Kincaid,2024,TE,5.929411944221048,-0.45882326013901675
00-0036252,M.Pittman,2024,WR,9.752941355985756,-0.517647238338693
00-0037263,T.Allgeier,2024,RB,6.247058644014246,-0.582353030934053
00-0037247,G.Pickens,2024,WR,9.670587876263786,-0.600000718060663
00-0036328,A.Gibson,2024,RB,6.082353030934053,-0.7470586440142464
00-0037664,A.Pierce,2024,WR,9.494117288028493,-0.7764713062959565
00-0038935,B.Strange,2024,TE,5.358823439654182,-1.0294117647058831
00-0034364,J.Akins,2024,TE,5.352941176470588,-1.0352940278894769
00-0038794,J.McLaughlin,2024,RB,5.717646879308364,-1.1117647956399352
00-0035719,D.Samuel,2024,WR,9.152941535500918,-1.1176470588235308
00-0033881,E.Engram,2024,TE,5.264705882352941,-1.1235293220071236
00-0035250,D.Singletary,2024,RB,5.682352851418888,-1.1470588235294112
00-0039363,I.Guerendo,2024,RB,5.6588233498966,-1.1705883250516997
00-0038797,E.Wilson,2024,RB,5.647058823529412,-1.1823528514188872
00-0036264,J.Love,2024,QB,13.756470624138329,-1.216470157398895
00-0035229,T.Hockenson,2024,TE,5.088235294117647,-1.299999910242418
00-0037666,J.Tolbert,2024,WR,8.941176470588236,-1.3294121237362138
00-0036414,C.Akers,2024,RB,5.482352761661305,-1.3470589132869941
00-0035537,T.Johnson,2024,RB,5.3941174675436585,-1.4352942074046409
00-0036613,J.Waddle,2024,WR,8.800000359030332,-1.4705882352941178
00-0038621,D.Douglas,2024,WR,8.688235114602481,-1.5823534797219683
00-0030564,D.Hopkins,2024,WR,8.647058823529411,-1.623529770795038
00-0039919,R.Odunze,2024,WR,8.523529052734375,-1.7470595415900743
00-0039793,A.Barner,2024,TE,4.617647058823529,-1.7705881455365358
00-0039794,B.Allen,2024,RB,5.011764975155101,-1.8176466997931984
00-0034407,R.McCloud,2024,WR,8.382352941176471,-1.8882356531479783
00-0039163,C.Stroud,2024,QB,12.963529698988973,-2.009411082548251
00-0036251,Z.Moss,2024,RB,4.817647148581112,-2.0117645263671875
00-0038977,T.Dell,2024,WR,8.235294117647058,-2.0352944766773913
00-0033526,S.Perine,2024,RB,4.78823538387523,-2.0411762910730697
00-0030035,A.Thielen,2024,WR,8.205882352941176,-2.0647062413832735
00-0039356,J.Sanders,2024,TE,4.305882173426011,-2.082353030934054
00-0033921,C.Godwin,2024,WR,8.105882532456341,-2.1647060618681078
00-0039021,R.Johnson,2024,RB,4.552941266228171,-2.2764704087201286
00-0035243,M.Sanders,2024,RB,4.547059003044577,-2.2823526719037224
00-0036182,N.Westbrook-Ikhine,2024,WR,7.982352761661305,-2.288235832663144
00-0039855,J.McMillan,2024,WR,7.96470552332261,-2.3058830710018396
00-0026498,M.Stafford,2024,QB,12.62235304888557,-2.350587732651654
00-0039847,T.Johnson,2024,TE,4.005882263183594,-2.382352941176471
00-0037816,R.Doubs,2024,WR,7.770588594324448,-2.500000000000001
00-0035249,J.Oliver,2024,TE,3.870588414809283,-2.5176467895507817
00-0036244,C.Parkinson,2024,TE,3.8470589132869946,-2.54117629107307
00-0038976,M.Mims,2024,WR,7.617647058823529,-2.6529415355009203
00-0031687,R.Mostert,2024,RB,4.170588325051701,-2.6588233498965987
00-0038563,T.Tucker,2024,WR,7.605882532456341,-2.6647060618681087
00-0038951,S.Tucker,2024,RB,4.04117629107307,-2.7882353838752296
00-0038589,J.Whyle,2024,TE,3.576470543356503,-2.811764661003562
00-0034521,A.Lazard,2024,WR,7.411764705882353,-2.858823888442096
00-0037086,G.Calcaterra,2024,TE,3.517647013944738,-2.8705881904153268
00-0035689,D.Knox,2024,TE,3.4764704984777115,-2.9117647058823533
00-0039342,X.Legette,2024,WR,7.358823439654182,-2.9117651546702676
00-0038559,M.Wilson,2024,WR,7.323529411764706,-2.9470591825597436
00-0032775,D.Robinson,2024,WR,7.264705882352941,-3.005882711971508
00-0038547,L.Schoonmaker,2024,TE,3.358823664048139,-3.029411540311926
00-0031544,A.Cooper,2024,WR,7.217647328096278,-3.0529412662281716
00-0034184,G.Edwards,2024,RB,3.770588145536535,-3.0588235294117645
00-0037005,T.Tremble,2024,TE,3.3176471485811123,-3.0705880557789524
00-0033955,J.McNichols,2024,RB,3.752941131591797,-3.0764705433565025
00-0031588,S.Diggs,2024,WR,7.171764598173254,-3.0988239961511956
00-0038608,K.Boutte,2024,WR,7.170588325051701,-3.1000002692727486
00-0034791,N.Chubb,2024,RB,3.723529366885914,-3.105882308062385
00-0036919,K.Gainwell,2024,RB,3.682352851418888,-3.1470588235294112
00-0032211,T.Lockett,2024,WR,7.117647058823529,-3.1529415355009203
00-0036980,E.Moore,2024,WR,7.111764795639935,-3.158823798684514
00-0037837,C.Austin,2024,WR,7.105882083668428,-3.1647065106560213
00-0038619,A.Iosivas,2024,WR,7.052941266228171,-3.2176473280962785
00-0033045,E.Elliott,2024,RB,3.3823529411764706,-3.447058733771829
00-0037197,I.Pacheco,2024,RB,3.347058688893038,-3.4823529860552616
00-0039041,E.Higgins,2024,TE,2.894117691937615,-3.49411751242245
00-0039150,B.Young,2024,QB,11.471764957203584,-3.5011758243336395
00-0033854,D.Ogunbowale,2024,RB,3.294117647058824,-3.5352940278894756
00-0032394,N.Vannett,2024,TE,2.8529411764705883,-3.5352940278894764
00-0035208,O.Zaccheaus,2024,WR,6.729411854463465,-3.541176739860984
00-0038705,E.Demercado,2024,RB,3.217647103702321,-3.6117645712459785
00-0036984,T.Sermon,2024,RB,3.1647058374741497,-3.6647058374741497
00-0039901,K.Coleman,2024,WR,6.5588235294117645,-3.7117650649126848
00-0033246,J.Mundt,2024,TE,2.658823574290556,-3.729411630069509
00-0038558,D.Washington,2024,TE,2.647058823529412,-3.7411763808306526
00-0038393,D.Wicks,2024,WR,6.5,-3.7705885943244493
00-0035535,D.Slayton,2024,WR,6.470588235294118,-3.8000003590303315
00-0036422,A.Trautman,2024,TE,2.57647076775046,-3.8117644366096046
00-0038783,N.Adkins,2024,TE,2.5588235294117645,-3.8294116749483003
00-0036988,J.Palmer,2024,WR,6.317647148581112,-3.9529414457433374
00-0039373,A.Estime,2024,RB,2.864705927231733,-3.9647057477165664
00-0039424,D.Vele,2024,WR,6.264705882352941,-4.005882711971508
00-0033280,C.McCaffrey,2024,RB,2.8117648853975186,-4.017646789550781
00-0039921,T.Benson,2024,RB,2.764705882352941,-4.064705792595358
00-0038124,C.Watson,2024,WR,6.194117377786076,-4.076471216538374
00-0037291,J.Nailor,2024,WR,6.176470588235294,-4.094118006089155
00-0034613,T.Hudson,2024,TE,2.264705882352941,-4.123529322007124
00-0039798,I.Davis,2024,RB,2.700000089757583,-4.1294115851907165
00-0037801,K.Turpin,2024,WR,6.1294115851907165,-4.141177009133733
00-0037120,T.Goodson,2024,RB,2.611764795639936,-4.217646879308363
00-0039066,M.Mayer,2024,TE,2.152941086713005,-4.23529411764706
00-0035631,D.Sample,2024,TE,2.147058823529412,-4.241176380830653
00-0037258,D.Pierce,2024,RB,2.5588235294117645,-4.270588145536535
00-0039814,E.All,2024,TE,2.105882308062385,-4.282352896297679
00-0036212,T.Tagovailoa,2024,QB,10.681176578297334,-4.2917642032398895
00-0036754,B.Wright,2024,TE,2.0588235294117645,-4.3294116749483
00-0037475,S.Smartt,2024,TE,2.04705877865062,-4.341176425709445
00-0038685,C.Brooks,2024,RB,2.482352986055262,-4.347058688893037
00-0039050,P.Durham,2024,TE,2.0294117647058822,-4.3588234396541825
00-0039359,C.Stover,2024,TE,2.017647013944738,-4.370588190415327
00-0037539,L.Krull,2024,TE,2.011764750761144,-4.376470453598921
00-0036849,T.Atwell,2024,WR,5.817647148581112,-4.452941445743337
00-0033555,M.Hollins,2024,WR,5.811764885397518,-4.458823708926931
00-0033217,M.Alie-Cox,2024,TE,1.9235294566434973,-4.464705747716567
00-0036876,K.Granson,2024,TE,1.8941176919376148,-4.49411751242245
00-0039851,D.Maye,2024,QB,10.419999964096966,-4.552940817440257
00-0038606,P.Washington,2024,WR,5.705882352941177,-4.564706241383273
00-0029604,K.Cousins,2024,QB,10.37176513671875,-4.601175644818474
00-0030578,C.Patterson,2024,RB,2.2058823529411766,-4.623529322007123
00-0033948,J.Williams,2024,RB,2.182353075812845,-4.6470585991354545
00-0037805,J.Ruckert,2024,TE,1.6764705882352942,-4.71176461612477
00-0035628,D.Johnson,2024,RB,2.111764795639936,-4.717646879308363
00-0036924,M.Carter,2024,RB,2.105882308062385,-4.723529366885915
00-0038046,C.Kolar,2024,TE,1.66470583747415,-4.723529366885915
00-0038098,P.Strong,2024,RB,2.070588280172909,-4.758823394775391
00-0039916,R.Pearsall,2024,WR,5.5,-4.770588594324449
00-0029263,R.Wilson,2024,QB,10.16352933995864,-4.809411441578584
00-0033576,E.Saubert,2024,TE,1.5705881679759306,-4.817647036384134
00-0033110,T.Higbee,2024,TE,1.5647059047923368,-4.823529299567728
00-0039491,J.Coker,2024,WR,5.444705738740809,-4.82588285558364
00-0038115,D.Bellinger,2024,TE,1.5588235294117647,-4.8294116749483
00-0033375,T.Patrick,2024,WR,5.435294207404642,-4.8352943869198075
00-0039738,B.Corum,2024,RB,1.9705882352941175,-4.858823439654182
00-0037292,A.Ogletree,2024,TE,1.52352938932531,-4.864705815034755
00-0037617,H.Haskins,2024,RB,1.929411719827091,-4.899999955121208
00-0039391,K.Vidal,2024,RB,1.9235294566434973,-4.905882218304802
00-0033925,D.Foreman,2024,RB,1.9176469690659468,-4.911764705882352
00-0035500,G.Dortch,2024,WR,5.311764885397518,-4.958823708926931
00-0036906,K.Herbert,2024,RB,1.8529411764705883,-4.9764704984777115
00-0038611,C.Rodriguez,2024,RB,1.8529411764705883,-4.9764704984777115
00-0035216,D.Johnson,2024,WR,5.241176380830653,-5.029412213493797
00-0035973,P.Taylor,2024,RB,1.7529411315917969,-5.0764705433565025
00-0038720,J.Hill,2024,TE,1.2941176470588236,-5.094117557301241
00-0038040,Z.White,2024,RB,1.7235293668859146,-5.105882308062385
00-0038551,K.Miller,2024,RB,1.7117646161247702,-5.117647058823529
00-0035806,J.Hasty,2024,RB,1.6941176021800322,-5.135294072768267
00-0037276,T.Chandler,2024,RB,1.670588212854722,-5.158823462093578
00-0033591,N.Brown,2024,WR,5.076470767750459,-5.19411782657399
00-0037509,S.McCormick,2024,RB,1.6000000448787914,-5.229411630069508
00-0039874,J.Wright,2024,RB,1.570588280172909,-5.258823394775391
00-0033589,D.Moore,2024,WR,5.005882263183594,-5.2647063311408555
00-0037004,H.Long,2024,TE,1.1176470588235294,-5.270588145536536
00-0036887,L.Farrell,2024,TE,1.099999932681813,-5.288235271678252
00-0038678,J.Mims,2024,RB,1.5352941400864546,-5.2941175348618446
00-0034272,M.Valdes-Scantling,2024,WR,4.970588235294118,-5.3000003590303315
00-0039530,B.Spann-Ford,2024,TE,1.0470587786506205,-5.3411764257094445
00-0036232,H.Bryant,2024,TE,1.0352941400864546,-5.35294106427361
00-0039164,A.Richardson,2024,QB,9.609411800608916,-5.363528980928308
00-0038710,B.Whiteheart,2024,TE,1.005882375380572,-5.382352828979493
00-0039325,C.Steele,2024,RB,1.405882330501781,-5.423529344446519
00-0031585,M.Pruitt,2024,TE,0.9411764705882352,-5.447058733771829
00-0037304,C.Heyward,2024,TE,0.9411764705882352,-5.447058733771829
00-0037545,R.Shaheed,2024,WR,4.811764885397518,-5.458823708926931
00-0036510,K.Yeboah,2024,TE,0.9235294566434972,-5.464705747716567
00-0034830,H.Hurst,2024,TE,0.9000000112196979,-5.488235193140367
00-0038636,K.McIntosh,2024,RB,1.3176470363841335,-5.511764638564166
00-0036590,Q.Morris,2024,TE,0.8588235518511604,-5.529411652508904
00-0036628,J.Bates,2024,TE,0.8470588571885053,-5.541176347171559
00-0038979,C.Tillman,2024,WR,4.729411854463465,-5.541176739860984
00-0034798,D.Smythe,2024,TE,0.841176425709444,-5.547058778650621
00-0032385,S.Shepard,2024,WR,4.723529591279871,-5.547059003044578
00-0039912,B.Sinnott,2024,TE,0.8117647171020508,-5.576470487258014
00-0039754,D.Culp,2024,TE,0.8117646610035616,-5.576470543356503
00-0036425,D.Dallas,2024,RB,1.2352941176470589,-5.5941175573012405
00-0035567,C.Reynolds,2024,RB,1.2294117422664868,-5.599999932681813
00-0033439,P.Brown,2024,TE,0.7352941176470589,-5.652941086713006
00-0033009,T.Boyd,2024,WR,4.6058825324563415,-5.664706061868108
00-0031484,C.Manhertz,2024,TE,0.7058823529411765,-5.682352851418888
00-0038396,E.Gray,2024,RB,1.1352940727682674,-5.694117602180032
00-0036429,C.Woerner,2024,TE,0.6823529636158663,-5.705882240744199
00-0033895,G.Everett,2024,TE,0.6823529075173771,-5.705882296842688
00-0039144,L.Musgrave,2024,TE,0.6764705882352942,-5.71176461612477
00-0037654,T.Fisk,2024,TE,0.6411764481488396,-5.747058756211225
00-0037557,R.Rivers,2024,RB,1.0764705433565027,-5.752941131591797
00-0037239,C.Olave,2024,WR,4.511764975155101,-5.758823619169348
00-0037569,P.Hendershot,2024,TE,0.5941176694982192,-5.794117534861845
00-0039074,D.Allen,2024,TE,0.582352918737075,-5.80588228562299
00-0039737,T.Reiman,2024,TE,0.5705882240744198,-5.8176469802856445
00-0038809,B.Sims,2024,TE,0.4823529860552619,-5.905882218304803
00-0039746,W.Shipley,2024,RB,0.923529400545008,-5.905882274403291
00-0039631,C.Grandy,2024,TE,0.4588235406314625,-5.929411663728602
00-0037252,G.Dulcich,2024,TE,0.4588235125822179,-5.9294116917778465
00-0038498,E.Jenkins,2024,TE,0.4529411652508904,-5.935294039109174
00-0038394,W.Mallory,2024,TE,0.4058823585510254,-5.982352845809039
00-0037594,J.Chestnut,2024,RB,0.7823529523961684,-6.047058722552131
00-0039613,D.Holker,2024,TE,0.299999994390151,-6.0882352099699135
00-0031280,D.Carr,2024,QB,8.876470229204964,-6.09647055233226
00-0034775,C.Kirk,2024,WR,4.170588325051701,-6.100000269272749
00-0036332,J.Deguara,2024,TE,0.2588235350216136,-6.1294116693384515
00-0038622,D.Vaughn,2024,RB,0.6941176582785213,-6.1352940166697785
00-0035860,T.Jones,2024,RB,0.6764705882352942,-6.152941086713005
00-0039420,J.Bell,2024,TE,0.2352941176470588,-6.152941086713006
00-0034365,I.Thomas,2024,TE,0.2176470616284538,-6.170588142731611
00-0031236,B.Cooks,2024,WR,4.0941175573012405,-6.176471037023209
00-0036534,S.Zylstra,2024,TE,0.1882352969225715,-6.199999907437493
00-0034115,J.Wilson,2024,RB,0.6235293781056124,-6.205882296842687
00-0036741,J.Stoll,2024,TE,0.1764705882352941,-6.21176461612477
00-0031690,E.Tomlinson,2024,TE,0.1705882409039665,-6.217646963456098
00-0036556,B.Jordan,2024,TE,0.1588235181920668,-6.229411686167998
00-0036360,C.Edwards-Helaire,2024,RB,0.5882352941176471,-6.241176380830653
00-0036825,F.Franks,2024,TE,0.1294117675108068,-6.258823436849258
00-0037085,T.Badie,2024,RB,0.5529412101296818,-6.276470464818617
00-0032141,G.Swaim,2024,TE,0.1000000028049244,-6.28823520155514
00-0038920,J.Shenker,2024,TE,0.1000000028049244,-6.28823520155514
00-0039824,J.Wiley,2024,TE,0.1000000028049244,-6.28823520155514
00-0039648,D.Martin-Robinson,2024,TE,0.0941176484612857,-6.294117555898779
00-0034073,R.Dwelley,2024,TE,0.088235294117647,-6.299999910242418
00-0035547,J.Fortson,2024,TE,0.088235294117647,-6.299999910242418
00-0036640,Z.Davidson,2024,TE,0.088235294117647,-6.299999910242418
00-0036626,D.Brown,2024,WR,3.964705972110524,-6.305882622213925
00-0024243,M.Lewis,2024,TE,0.0705882380990421,-6.317646966261023
00-0037306,J.FitzPatrick,2024,TE,0.0705882380990421,-6.317646966261023
00-0039868,T.Franklin,2024,WR,3.947058733771829,-6.32352986055262
00-0039364,S.Vaki,2024,RB,0.4764706106746898,-6.35294106427361
00-0037429,R.Blackshear,2024,RB,0.4705882352941176,-6.358823439654182
00-0031299,J.Matthews,2024,TE,0.0,-6.388235204360065
00-0036438,S.Sullivan,2024,TE,0.0,-6.388235204360065
00-0038643,B.Willis,2024,TE,0.0,-6.388235204360065
00-0039316,B.Cupp,2024,TE,0.0,-6.388235204360065
00-0039458,B.Bates,2024,TE,0.0,-6.388235204360065
00-0039344,J.Brooks,2024,RB,0.4411764425389907,-6.388235232409309
00-0036971,T.Lawrence,2024,QB,8.570588055778952,-6.402352725758272
00-0038454,K.Mitchell,2024,RB,0.4000000112196978,-6.429411663728602
00-0033307,K.Bourne,2024,WR,3.8294116749483,-6.441176919376149
00-0035594,T.Homer,2024,RB,0.3764705657958984,-6.452941109152401
00-0036096,J.Taylor,2024,RB,0.3764705657958984,-6.452941109152401
00-0039067,R.Rice,2024,WR,3.817647148581112,-6.452941445743337
00-0036842,K.Nwangwu,2024,RB,0.3529411764705882,-6.4764704984777115
00-0034208,M.Boone,2024,RB,0.3470588291392606,-6.4823528458090385
00-0035406,L.Humphrey,2024,WR,3.782353120691636,-6.488235473632813
00-0033282,C.Samuel,2024,WR,3.7470586440142464,-6.523529950310203
00-0036415,V.Jefferson,2024,WR,3.7411763808306526,-6.529412213493797
00-0039617,J.Kibodi,2024,RB,0.2882352997274959,-6.541176375220804
00-0034386,J.Watson,2024,WR,3.700000089757583,-6.570588504566866
00-0036670,J.Jefferson,2024,RB,0.2470588123097139,-6.582352862638586
00-0033893,D.Cook,2024,RB,0.2352941176470588,-6.5941175573012405
00-0036261,B.Aiyuk,2024,WR,3.6705883250517,-6.6000002692727495
00-0039573,B.Watson,2024,RB,0.194117644253899,-6.6352940306944
00-0039757,T.Jennings,2024,RB,0.194117644253899,-6.6352940306944
00-0039393,J.McClellan,2024,RB,0.1882352969225715,-6.641176378025728
00-0039796,R.Ali,2024,RB,0.1823529355666216,-6.647058739381678
00-0037745,V.Jones,2024,RB,0.1705882409039665,-6.658823434044333
00-0039811,M.Lloyd,2024,RB,0.1647058795480167,-6.664705795400283
00-0036427,T.Johnson,2024,WR,3.594117557301241,-6.676471037023209
00-0035924,J.Ward,2024,RB,0.1294117534861845,-6.699999921462115
00-0035311,M.Gaskin,2024,RB,0.1176470588235294,-6.71176461612477
00-0039299,G.Holani,2024,RB,0.1117647044798907,-6.717646970468409
00-0039703,C.Schrader,2024,RB,0.1117647044798907,-6.717646970468409
00-0039244,C.Collier,2024,RB,0.1058823571485631,-6.723529317799736
00-0037609,A.Shampklin,2024,RB,0.0999999957926133,-6.729411679155686
00-0037450,T.McAllister,2024,RB,0.0647058837554034,-6.764705791192896
00-0037827,T.Davis-Price,2024,RB,0.0411764698870041,-6.788235205061295
00-0036450,K.Vaughn,2024,RB,0.0235294121153214,-6.805882262832978
00-0036297,D.Evans,2024,RB,0.0176470595247605,-6.811764615423539
