player_id,season,recent_team,week,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,fantasy_points_ppr,fumbles,2pt,week_total,std_dev
00-0013694,2001,KC,14,0.0,0,0.0,191.0,7,30,265.0,0,117.6,0.0,0,16,5.992431239728922
00-0013694,2002,KC,13,0.0,0,0.0,81.0,2,18,125.0,1,56.6,0.0,0,16,2.175475268234737
00-0013694,2003,KC,10,0.0,0,0.0,59.0,0,12,76.0,0,25.5,0.0,0,16,1.2465507536671272
00-0013694,2004,KC,14,0.0,0,0.0,56.0,0,19,118.0,0,36.4,0.0,0,16,2.359269767698806
00-0013694,2005,KC,12,0.0,0,0.0,20.0,0,9,68.0,1,23.8,0.0,0,16,2.462014499159161
00-0013694,2006,MIN,7,0.0,0,0.0,12.0,0,13,111.0,0,25.3,0.0,0,16,1.9169668346227946
00-0013694,2007,MIN,12,0.0,0,0.0,13.0,0,11,89.0,0,21.2,0.0,0,16,1.315870504565469
00-0013694,2008,NYJ,5,0.0,0,0.0,65.0,0,1,4.0,0,7.9,0.0,0,16,1.1256109842998419
00-0013694,2009,NYJ,9,0.0,0,0.0,48.0,0,3,10.0,0,8.799999,0.0,0,16,1.1399317428539633
00-0013694,2010,NYJ,5,0.0,0,0.0,13.0,0,5,31.0,0,9.400001,0.0,0,16,1.4342245425680744
00-0013712,1999,LAC,16,0.0,0,0.0,11.0,0,40,429.0,0,86.0,0.0,1,16,4.303409597159444
00-0013712,2000,LAC,2,0.0,0,0.0,0.0,0,3,35.0,0,6.5,0.0,0,16,2.333452428491825
00-0013712,2001,KC,11,0.0,0,0.0,0.0,0,18,252.0,1,49.2,0.0,0,16,2.5128036380938523
00-0013712,2002,DET,14,0.0,0,0.0,0.0,0,27,339.0,3,78.9,0.0,0,16,4.6292724921169635
00-0013712,2003,DET,13,0.0,0,0.0,0.0,0,37,434.0,2,92.4,0.0,0,16,4.188966071654996
00-0013728,1999,BUF,14,0.0,0,0.0,0.0,0,37,496.0,4,110.6,0.0,0,16,4.886244539934591
00-0013728,2000,BUF,12,0.0,0,0.0,0.0,0,30,364.0,5,94.4,1.0,0,16,7.18917529422087
00-0013728,2001,BUF,16,0.0,0,0.0,0.0,0,53,590.0,3,130.0,0.0,0,16,4.655248005338675
00-0013728,2002,BUF,16,0.0,0,0.0,0.0,0,32,350.0,0,67.0,0.0,0,16,2.6318244980751655
00-0013728,2003,PIT,6,0.0,0,0.0,0.0,0,10,138.0,1,29.8,0.0,0,16,3.6225220064539547
00-0013728,2004,PIT,6,0.0,0,0.0,0.0,0,7,82.0,2,27.2,0.0,0,16,3.229035032152995
00-0013770,1999,KC,15,0.0,0,0.0,0.0,0,21,218.0,0,42.8,0.0,0,16,2.334788630701404
00-0013770,2000,LV,16,0.0,0,0.0,0.0,0,39,566.0,6,131.6,0.0,0,16,5.505573036884594
00-0013773,1999,LV,16,0.0,0,0.0,12.0,0,45,408.0,1,93.0,0.0,0,16,4.109480958870702
00-0013773,2000,LV,11,0.0,0,0.0,0.0,0,26,173.0,0,43.3,0.0,0,16,3.137601906234723
00-0013773,2001,LV,12,0.0,0,0.0,0.0,0,19,154.0,2,46.4,0.0,0,16,3.7543510779372413
00-0013773,2002,LV,12,0.0,0,0.0,0.0,0,10,66.0,1,22.6,0.0,0,16,2.0718166086789416
00-0013773,2003,PHI,11,0.0,0,0.0,1.0,0,17,86.0,3,43.7,0.0,0,16,3.2912279253095824
00-0013773,2004,PHI,2,0.0,0,0.0,0.0,0,4,36.0,0,7.6,0.0,0,16,0.5656852226443652
00-0013785,1999,DET,7,0.0,0,0.0,295.0,0,22,173.0,1,74.8,0.0,0,16,7.879811485256822
00-0013785,2000,ATL,2,0.0,0,0.0,27.0,0,0,0.0,0,2.7,0.0,0,16,1.3435028463222767
00-0013792,1999,TEN,9,0.0,0,0.0,0.0,0,9,93.0,3,36.3,0.0,0,16,3.621118529947234
00-0013792,2000,TEN,1,0.0,0,0.0,0.0,0,3,12.0,0,4.2,0.0,0,16,
00-0013888,1999,CHI,16,0.0,0,0.0,0.0,0,83,1389.0,9,275.9,0.0,0,16,12.492715953353942
00-0013888,2000,CHI,11,0.0,0,0.0,9.0,0,54,732.0,5,156.1,1.0,0,16,8.046546471371165
00-0013888,2001,CHI,5,0.0,0,0.0,0.0,0,23,269.0,2,61.9,0.0,0,16,11.851244482572842
00-0013888,2002,CHI,15,0.0,0,0.0,0.0,0,21,244.0,3,63.4,0.0,0,16,4.462937362350172
00-0013888,2003,BAL,13,0.0,0,0.0,0.0,0,31,451.0,6,112.1,0.0,0,16,12.059239132640265
00-0013888,2004,MIN,15,0.0,0,0.0,0.0,0,47,657.0,8,160.7,0.0,0,16,9.556065181836475
00-0013888,2005,MIN,14,0.0,0,0.0,0.0,0,31,515.0,5,114.5,0.0,1,16,6.618875173337832
00-0013888,2006,MIN,8,0.0,0,0.0,0.0,0,29,381.0,4,91.1,0.0,0,16,6.858245959540937
00-0013958,1999,SEA,1,0.0,0,0.0,0.0,0,0,0.0,0,6.0,0.0,0,16,
00-0013958,2000,SEA,2,0.0,0,0.0,0.0,0,0,0.0,0,6.0,0.0,0,16,4.242640687119285
00-0013958,2001,SEA,1,0.0,0,0.0,0.0,0,1,7.0,0,1.7,0.0,0,16,
00-0013958,2002,BUF,1,0.0,0,0.0,0.0,0,0,0.0,0,6.0,0.0,0,16,
00-0014211,1999,NE,9,0.0,0,0.0,0.0,0,7,66.0,0,13.6,0.0,0,16,0.8809716843694236
00-0014211,2000,NE,9,0.0,0,0.0,0.0,0,15,103.0,1,31.3,0.0,0,16,3.868067272250528
00-0014211,2001,NE,6,0.0,0,0.0,0.0,0,5,35.0,0,8.5,0.0,0,16,1.64489105376912
00-0014211,2002,HOU,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,16,0.0
00-0014234,2001,IND,1,57.0,0,0.0,0.0,0,0,0.0,0,2.28,0.0,0,16,
00-0014256,1999,CLE,1,0.0,0,0.0,2.0,0,0,0.0,0,0.2,0.0,0,16,
00-0014319,1999,TEN,15,0.0,0,0.0,0.0,0,19,314.0,1,56.399998,0.0,0,16,5.272949839648022
00-0014319,2000,TEN,15,0.0,0,0.0,0.0,0,32,527.0,0,84.7,0.0,0,16,2.704194274174758
00-0014319,2001,TEN,4,0.0,0,0.0,0.0,0,5,74.0,0,12.4,0.0,0,16,3.28125983584913
00-0014328,1999,ARI,16,0.0,0,0.0,0.0,0,79,954.0,1,176.4,2.0,0,16,6.495485517289589
00-0014328,2000,ARI,16,0.0,0,0.0,0.0,0,54,749.0,6,164.9,0.0,0,16,7.275297927719237
00-0014328,2001,ARI,15,0.0,0,0.0,0.0,0,41,618.0,2,112.8,1.0,0,16,7.0080771013425105
00-0014328,2002,ARI,11,0.0,0,0.0,2.0,0,34,400.0,2,88.2,0.0,1,16,5.513405328806251
00-0014328,2003,BAL,8,0.0,0,0.0,0.0,0,14,170.0,0,31.0,0.0,0,16,2.5998627485607733
00-0014350,1999,ATL,10,0.0,0,0.0,0.0,0,15,174.0,0,32.4,0.0,0,16,2.817485101869737
00-0014350,2001,CLE,11,0.0,0,0.0,0.0,0,17,153.0,2,44.3,0.0,0,16,3.664721153679221
00-0014350,2003,LV,4,0.0,0,0.0,0.0,0,5,69.0,0,11.900001,0.0,0,16,2.886029660471572
00-0014384,2002,CHI,1,59.0,0,0.0,8.0,0,0,0.0,0,3.16,0.0,0,16,
00-0014450,1999,DET,16,0.0,0,0.0,121.0,0,21,151.0,1,52.2,1.0,0,16,2.954741993229632
00-0014450,2000,DET,14,0.0,0,0.0,3.0,0,12,73.0,0,19.6,0.0,0,16,0.827414869503501
00-0014450,2001,DET,16,0.0,0,0.0,154.0,3,60,466.0,0,138.0,1.0,0,16,5.117356068691828
00-0014450,2002,DET,15,0.0,0,0.0,139.0,2,35,263.0,0,83.2,2.0,0,16,3.0432282281669973
00-0014450,2003,DET,16,0.0,0,0.0,16.0,0,34,247.0,2,72.3,0.0,0,16,4.120876750450543
00-0014450,2004,DET,8,0.0,0,0.0,7.0,0,10,91.0,3,37.8,0.0,0,16,4.13443727100258
00-0014450,2005,DET,6,0.0,0,0.0,1.0,0,8,31.0,1,17.2,0.0,0,16,2.9864138240389217
00-0014450,2006,DET,4,0.0,0,0.0,0.0,0,8,36.0,0,11.6,0.0,0,16,1.1105554845804753
00-0014489,1999,GB,16,0.0,0,0.0,0.0,0,74,1051.0,5,207.1,1.0,0,16,5.482452866000429
00-0014489,2000,GB,16,0.0,0,0.0,11.0,0,65,999.0,4,188.0,1.0,0,16,8.652706497466879
00-0014489,2001,GB,14,0.0,0,0.0,6.0,0,53,918.0,9,199.4,0.0,0,16,7.303077878217361
00-0014489,2002,DET,14,0.0,0,0.0,0.0,0,36,595.0,5,127.5,0.0,1,16,8.713779183884432
00-0014489,2003,DET,14,0.0,0,0.0,0.0,0,36,397.0,2,87.7,0.0,0,16,3.376526948788132
00-0014489,2004,TB,3,0.0,0,0.0,0.0,0,7,156.0,1,28.6,0.0,0,16,11.428619294659537
00-0014544,1999,CIN,16,0.0,0,0.0,0.0,0,67,1012.0,6,204.2,0.0,0,16,7.316636330955148
00-0014544,2001,CIN,16,0.0,0,0.0,0.0,0,57,819.0,2,150.9,0.0,0,16,7.313158765413123
00-0014544,2002,DAL,14,0.0,0,0.0,14.0,0,22,218.0,1,51.2,0.0,0,16,3.0916051001530724
00-0014655,1999,WAS,8,0.0,0,0.0,0.0,0,7,105.0,2,29.5,0.0,0,16,4.14812768618268
00-0014655,2000,WAS,8,0.0,0,0.0,2.0,0,8,78.0,2,28.0,0.0,0,16,2.769218514667722
00-0014655,2001,CLE,7,0.0,0,0.0,0.0,0,7,73.0,2,26.300001,0.0,0,16,2.556597512931598
00-0014655,2004,WAS,1,0.0,0,0.0,0.0,0,1,14.0,0,2.4,0.0,0,16,
00-0014655,2005,WAS,9,0.0,0,0.0,1.0,1,12,72.0,7,67.3,0.0,0,16,4.608627241887066
00-0014655,2006,WAS,14,0.0,0,0.0,51.0,0,18,105.0,1,39.6,0.0,0,16,2.3486259838711874
00-0014655,2007,WAS,13,0.0,0,0.0,78.0,2,17,117.0,1,54.5,0.0,0,16,5.412094703474901
00-0014655,2008,WAS,8,0.0,0,0.0,24.0,0,12,98.0,1,28.2,1.0,0,16,3.4919294640451906
00-0014655,2009,WAS,14,0.0,0,0.0,0.0,0,17,176.0,2,44.6,1.0,0,16,3.686953550957011
00-0014655,2010,WAS,15,0.0,0,0.0,2.0,0,20,224.0,0,44.6,0.0,1,16,2.096754885471353
00-0014655,2011,WAS,2,0.0,0,0.0,0.0,0,1,15.0,0,2.5,0.0,0,16,1.7677669529663689
00-0014722,1999,DEN,5,0.0,0,0.0,0.0,0,23,224.0,0,45.4,0.0,0,16,5.344810608844089
00-0014722,2000,BAL,16,0.0,0,0.0,0.0,0,67,810.0,5,178.0,0.0,0,16,7.288392704180226
00-0014722,2001,BAL,16,0.0,0,0.0,0.0,0,73,811.0,2,164.1,1.0,0,16,4.375228569404234
00-0014722,2002,DEN,13,0.0,0,0.0,0.0,0,61,686.0,3,147.6,0.0,0,16,11.760925443500913
00-0014722,2003,DEN,15,0.0,0,0.0,0.0,0,62,770.0,8,187.0,0.0,0,16,8.250252220776353
00-0014729,1999,PIT,9,0.0,0,0.0,0.0,0,27,376.0,3,82.6,0.0,0,16,7.44123270033883
00-0014729,2000,PIT,15,0.0,0,0.0,0.0,0,39,639.0,4,122.9,2.0,0,16,5.347291163001798
00-0014729,2001,PIT,14,0.0,0,0.0,0.0,0,24,409.0,2,76.9,0.0,0,16,5.232511407041673
00-0014729,2002,JAX,16,0.0,0,0.0,0.0,0,44,525.0,1,108.5,0.0,0,16,3.92160150141702
00-0014729,2003,BUF,15,0.0,0,0.0,0.0,0,56,732.0,4,151.2,1.0,0,16,6.316215133982748
00-0014729,2004,BUF,3,0.0,0,0.0,1.0,0,5,59.0,0,11.0,0.0,0,16,3.332166359552134
00-0014733,1999,NE,2,0.0,0,0.0,23.0,0,2,31.0,0,7.3999996,0.0,0,16,2.828426956158796
00-0014733,2000,NE,5,0.0,0,0.0,12.0,0,2,11.0,0,4.3,0.0,0,16,1.3758633425978506
00-0014742,1999,CLE,3,0.0,0,0.0,22.0,1,3,4.0,0,11.6,0.0,0,16,4.400378985721866
00-0014753,1999,LV,2,0.0,0,0.0,0.0,0,0,0.0,0,6.0,0.0,0,16,4.242640687119285
00-0014759,1999,KC,8,0.0,0,0.0,238.0,1,18,136.0,0,59.4,1.0,0,16,5.275211570018477
00-0014775,1999,JAX,10,0.0,0,0.0,2.0,0,12,87.0,0,20.9,0.0,0,16,1.0650508844779065
00-0014775,2000,JAX,8,0.0,0,0.0,3.0,0,4,48.0,0,9.1,0.0,0,16,1.1575065474572748
00-0014775,2001,CHI,12,0.0,0,0.0,0.0,0,12,76.0,1,23.6,1.0,0,16,2.2005509310000093
00-0014775,2002,CHI,5,0.0,0,0.0,0.0,0,7,34.0,0,10.4,0.0,0,16,1.663430243502637
00-0014775,2004,BUF,11,0.0,0,0.0,0.0,0,17,114.0,0,28.4,0.0,0,16,1.716285587750833
00-0014775,2005,BUF,9,0.0,0,0.0,0.0,0,13,98.0,1,28.8,0.0,0,16,2.1552261669539026
00-0014775,2006,BUF,3,0.0,0,0.0,0.0,0,7,35.0,0,10.5,0.0,0,16,1.808314032458954
00-0014790,1999,CLE,9,0.0,0,0.0,5.0,0,23,274.0,0,50.899998,0.0,0,16,4.210733614192586
00-0014790,2000,MIA,12,0.0,0,0.0,3.0,0,33,425.0,3,93.8,0.0,0,16,6.812399460424757
00-0014809,1999,IND,6,0.0,0,0.0,0.0,0,4,37.0,0,7.7,0.0,0,16,1.1822294997397211
00-0014918,1999,NE,10,0.0,0,0.0,0.0,0,19,276.0,2,58.6,0.0,0,16,6.619869206600436
00-0014918,2000,NE,12,0.0,0,0.0,0.0,0,14,231.0,1,43.1,0.0,0,16,3.6953184896637263
00-0014918,2001,IND,3,0.0,0,0.0,0.0,0,2,17.0,0,3.7,0.0,0,16,1.1239810405107342
00-0014977,2000,CHI,11,0.0,0,0.0,0.0,0,23,206.0,0,43.6,0.0,0,16,2.691940773695147
00-0015048,1999,DET,16,0.0,0,0.0,0.0,0,47,591.0,4,130.1,0.0,0,16,5.34923263621359
00-0015048,2000,DET,14,0.0,0,0.0,0.0,0,32,379.0,2,81.9,0.0,0,16,4.585554316781991
00-0015048,2001,DET,14,0.0,0,0.0,0.0,0,37,409.0,7,119.9,0.0,0,16,6.630768340700833
00-0015048,2002,NO,12,0.0,0,0.0,0.0,0,12,127.0,0,24.7,0.0,0,16,1.2398375225972404
00-0015053,1999,NO,7,0.0,0,0.0,0.0,0,11,164.0,1,33.4,0.0,0,16,5.992971780823591
00-0015063,1999,PHI,15,0.0,0,0.0,0.0,0,48,636.0,4,135.6,0.0,0,16,7.29655488404699
00-0015063,2000,PHI,14,0.0,0,1.0,1.0,0,40,569.0,3,115.0,0.0,1,16,8.075495647107166
00-0015063,2001,NE,2,0.0,0,0.0,0.0,0,4,29.0,0,6.9,0.0,0,16,0.7778173918702447
00-0015082,1999,CIN,7,793.0,2,6.0,105.0,1,1,6.0,0,45.82,0.0,0,16,5.651073143042809
00-0015082,2000,CIN,11,1246.0,3,6.0,197.0,0,0,0.0,0,53.54,8.0,0,16,4.047401875197179
00-0015082,2001,CIN,2,37.0,0,0.0,20.0,0,0,0.0,0,3.48,0.0,0,16,2.3475945822387008
00-0015082,2002,CIN,1,117.0,0,1.0,5.0,0,0,0.0,0,1.18,1.0,0,16,
00-0015091,1999,BUF,14,0.0,0,0.0,602.0,6,2,32.0,0,97.4,2.0,0,16,6.066771183400381
00-0015091,2000,BUF,10,0.0,0,0.0,354.0,4,3,20.0,0,64.399994,0.0,0,16,10.108433855235194
00-0015091,2001,NE,16,0.0,0,0.0,1157.0,12,19,192.0,1,223.9,4.0,0,16,8.89797501564247
00-0015091,2002,NE,16,0.0,0,0.0,982.0,6,31,243.0,2,201.5,1.0,1,16,7.647437133728642
00-0015091,2003,NE,13,0.0,0,0.0,642.0,3,14,92.0,0,103.4,1.0,0,16,5.362309029975374
00-0015091,2004,TEN,11,0.0,0,0.0,509.0,4,22,169.0,0,111.8,1.0,0,16,6.0284778520069935
00-0015091,2005,NO,16,0.0,0,0.0,659.0,3,12,46.0,0,96.5,2.0,0,16,5.370377814997341
00-0015152,1999,DEN,2,0.0,0,0.0,7.0,0,4,23.0,0,7.0,0.0,0,16,1.1313709510509125
00-0015152,2000,DEN,2,0.0,0,0.0,0.0,0,1,1.0,1,7.1,0.0,0,16,5.02045807898953
00-0015152,2002,IND,1,0.0,0,0.0,0.0,0,1,14.0,0,2.4,0.0,0,16,
00-0015161,1999,PHI,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,16,0.0
00-0015165,1999,DAL,15,0.0,0,0.0,1392.0,11,27,119.0,2,250.1,3.0,0,16,7.550635365282819
00-0015165,2000,DAL,16,0.0,0,0.0,1197.0,9,11,79.0,0,182.6,5.0,0,16,7.175688008718261
00-0015165,2001,DAL,14,0.0,0,0.0,1021.0,3,17,116.0,0,146.7,1.0,0,16,5.086963672786386
00-0015165,2002,DAL,16,0.0,0,0.0,975.0,5,16,89.0,0,150.4,1.0,0,16,5.4387499586412416
00-0015165,2003,ARI,10,0.0,0,0.0,256.0,2,14,107.0,0,62.300003,0.0,0,16,3.4078504958598193
00-0015165,2004,ARI,15,21.0,1,0.0,937.0,9,15,105.0,0,176.04,1.0,0,16,6.428953386708636
00-0015195,1999,CLE,11,0.0,0,0.0,0.0,0,24,222.0,1,52.2,0.0,0,16,3.7213878654233783
00-0015218,1999,JAX,16,0.0,0,0.0,0.0,0,116,1636.0,6,315.6,1.0,1,16,9.72045956597112
00-0015218,2000,JAX,15,0.0,0,0.0,0.0,0,91,1213.0,8,260.3,0.0,0,16,15.831833292372309
00-0015218,2001,JAX,16,0.0,0,0.0,-3.0,0,112,1373.0,8,297.0,0.0,0,16,5.999652453926778
00-0015218,2002,JAX,16,0.0,0,0.0,2.0,0,80,1027.0,7,226.9,0.0,1,16,7.03659164515515
00-0015218,2003,JAX,12,0.0,0,0.0,0.0,0,54,805.0,4,158.5,0.0,0,16,7.737918437753569
00-0015218,2004,JAX,16,0.0,0,0.0,0.0,0,74,1172.0,6,225.2,1.0,0,16,7.24481422144006
00-0015218,2005,JAX,16,0.0,0,0.0,0.0,0,70,1023.0,6,208.3,0.0,0,16,7.3475818292342945
00-0015242,1999,NO,13,0.0,0,0.0,205.0,0,20,151.0,1,61.6,0.0,0,16,4.063155248468169
00-0015242,2000,MIA,14,0.0,0,0.0,1063.0,14,27,180.0,2,243.3,2.0,0,16,8.951250837263764
00-0015242,2001,MIA,16,0.0,0,0.0,968.0,6,30,234.0,2,188.2,5.0,0,16,7.772076082701765
00-0015242,2002,CAR,11,0.0,0,0.0,737.0,7,20,167.0,0,148.4,2.0,0,16,9.633426873161056
00-0015242,2003,NO,4,0.0,0,0.0,61.0,0,1,2.0,0,7.2999997,0.0,0,16,2.3584951898224755
00-0015286,1999,MIN,13,0.0,0,0.0,1010.0,2,24,166.0,0,151.6,1.0,0,16,6.097067338761053
00-0015286,2000,MIN,16,0.0,0,0.0,1505.0,7,36,348.0,3,279.3,1.0,0,16,8.393884106556772
00-0015290,1999,DEN,15,0.0,0,0.0,0.0,0,77,1004.0,4,199.4,1.0,0,16,6.379931492794295
00-0015290,2000,DEN,16,0.0,0,0.0,99.0,1,98,1578.0,8,317.7,1.0,0,16,9.05972563733603
00-0015290,2001,DEN,15,0.0,0,0.0,27.0,0,113,1343.0,11,318.0,0.0,1,16,8.808437431951864
00-0015290,2002,DEN,16,0.0,0,0.0,9.0,0,89,1027.0,5,220.6,1.0,0,16,4.849724945743832
00-0015290,2003,DEN,15,72.0,0,0.0,98.0,0,74,846.0,3,195.28,0.0,0,16,7.6365903376423425
00-0015290,2004,DEN,16,0.0,0,0.0,33.0,0,79,1144.0,7,238.70001,0.0,0,16,7.333414166792515
00-0015290,2005,DEN,16,0.0,0,0.0,7.0,0,85,1105.0,6,228.2,2.0,0,16,7.029639656348963
00-0015290,2006,DEN,16,0.0,0,0.0,-5.0,0,52,512.0,3,118.7,1.0,0,16,4.773987646793422
00-0015331,1999,PHI,1,0.0,0,0.0,0.0,0,1,14.0,0,2.4,0.0,0,16,
00-0015420,1999,NYJ,2,0.0,0,0.0,5.0,0,0,0.0,0,0.5,0.0,0,16,0.3535533905932738
00-0015420,2000,NYJ,6,0.0,0,0.0,0.0,0,6,84.0,0,14.4,0.0,0,16,2.716615485547107
00-0015420,2001,NYJ,4,0.0,0,0.0,9.0,0,1,19.0,0,3.8000002,0.0,0,16,1.3025616230347699
00-0015420,2002,NYJ,8,0.0,0,0.0,0.0,0,9,85.0,1,23.5,0.0,0,16,2.3802385554333236
00-0015420,2003,NYJ,16,0.0,0,0.0,2.0,0,47,436.0,1,96.8,0.0,0,16,3.5103655951357156
00-0015420,2004,NYJ,15,0.0,0,0.0,28.0,0,45,342.0,1,86.0,1.0,0,16,4.774286422798608
00-0015420,2005,NYJ,13,0.0,0,0.0,1.0,1,28,155.0,2,61.6,0.0,0,16,3.4560426155890163
00-0015420,2006,TB,1,0.0,0,0.0,0.0,0,1,6.0,0,1.6,0.0,0,16,
00-0015452,1999,NYJ,4,0.0,0,0.0,0.0,0,3,15.0,1,10.5,0.0,0,16,3.4238135750652376
00-0015507,1999,DET,11,0.0,0,0.0,0.0,0,10,115.0,1,29.5,0.0,1,16,2.468124130676718
00-0015507,2000,DET,8,0.0,0,0.0,0.0,0,7,48.0,0,11.8,0.0,0,16,1.1029182248778193
00-0015523,1999,PHI,16,0.0,0,0.0,1257.0,4,41,294.0,2,224.1,4.0,0,16,6.068988810907487
00-0015523,2000,PHI,5,0.0,0,0.0,331.0,1,25,201.0,0,80.2,2.0,0,16,12.718608755766141
00-0015523,2001,PHI,13,0.0,0,0.0,604.0,2,63,626.0,2,208.0,1.0,0,16,9.34852899524365
00-0015523,2002,PHI,16,0.0,0,0.0,1029.0,5,51,541.0,3,258.0,0.0,1,16,6.673879701276117
00-0015523,2003,PHI,16,0.0,0,0.0,457.0,5,36,382.0,2,157.9,2.0,0,16,5.010218652528639
00-0015523,2004,PIT,10,0.0,0,0.0,830.0,1,6,55.0,0,96.5,2.0,0,16,4.298901886042175
00-0015523,2005,PIT,4,0.0,0,0.0,148.0,1,6,34.0,0,30.2,0.0,0,16,7.169611809978937
00-0015601,2000,TB,5,0.0,0,0.0,31.0,0,1,15.0,0,5.6,0.0,0,16,1.4989996711611402
00-0015601,2001,TB,7,0.0,0,0.0,72.0,1,10,101.0,1,39.3,0.0,0,16,6.600613388233317
00-0015601,2002,TB,12,0.0,0,0.0,174.0,0,13,69.0,0,35.3,1.0,0,16,3.0876465158335895
00-0015601,2003,TB,12,0.0,0,0.0,125.0,0,9,48.0,1,32.3,0.0,0,16,2.1685597007249426
00-0015601,2004,NO,14,0.0,0,0.0,244.0,2,29,174.0,0,86.8,1.0,0,16,6.72801265778817
00-0015601,2005,NO,13,0.0,0,0.0,363.0,0,35,281.0,0,95.4,2.0,0,16,5.147254741524023
00-0015601,2006,NO,7,0.0,0,0.0,11.0,0,19,190.0,0,39.100002,0.0,0,16,3.59927246907865
00-0015601,2007,NO,14,0.0,0,0.0,444.0,5,37,215.0,0,130.9,1.0,0,16,8.224424228512074
00-0015601,2008,NO,6,0.0,0,0.0,43.0,0,9,52.0,1,24.5,0.0,0,16,3.3474868197629206
00-0015601,2009,ATL,3,0.0,0,0.0,15.0,0,5,34.0,0,9.9,0.0,0,16,2.451530242377046
00-0015627,1999,SF,6,536.0,0,3.0,15.0,0,1,9.0,0,18.84,0.0,0,16,2.397031563837099
00-0015655,1999,LAC,9,0.0,0,0.0,61.0,3,18,133.0,1,59.4,1.0,0,16,5.931905405555257
00-0015698,1999,JAX,14,0.0,0,0.0,917.0,13,21,108.0,0,195.5,3.0,0,16,8.930122422977071
00-0015698,2000,DET,16,0.0,0,0.0,1172.0,10,31,290.0,1,245.2,2.0,3,16,6.94986832235545
00-0015698,2001,DET,11,0.0,0,0.0,685.0,1,23,242.0,1,127.7,0.0,0,16,7.06405735843539
00-0015698,2002,DET,14,0.0,0,0.0,1021.0,4,46,333.0,2,217.4,0.0,0,16,8.450164108696917
00-0015700,1999,PIT,15,1422.0,6,10.0,256.0,2,9,113.0,1,122.78,1.0,0,16,7.075165847083083
00-0015700,2000,PIT,15,1827.0,11,8.0,426.0,7,0,0.0,0,179.68,3.0,0,16,9.2692778415386
00-0015700,2001,PIT,16,3109.0,14,11.0,537.0,5,0,0.0,0,238.06,2.0,0,16,9.433018345372968
00-0015700,2002,PIT,7,1155.0,6,6.0,191.0,2,0,0.0,0,87.3,2.0,1,16,6.8846287937373685
00-0015700,2003,CHI,9,1418.0,7,12.0,290.0,3,0,0.0,0,103.71999,3.0,1,16,8.241102696321766
00-0015700,2004,BAL,1,0.0,0,0.0,-1.0,0,0,0.0,0,-0.1,0.0,0,16,
00-0015700,2005,BAL,1,0.0,0,0.0,30.0,0,0,0.0,0,3.0,0.0,0,16,
00-0015723,1999,LAC,5,0.0,0,0.0,0.0,0,10,110.0,0,21.0,0.0,0,16,2.7640549352875547
00-0015751,1999,SF,16,0.0,0,0.0,0.0,0,34,429.0,3,96.9,0.0,1,16,6.69964864564263
00-0015751,2000,SF,15,0.0,0,0.0,6.0,0,30,524.0,3,103.0,0.0,1,16,6.0547107505059
00-0015751,2001,SF,16,0.0,0,0.0,0.0,0,54,585.0,7,154.5,0.0,0,16,8.863856932456772
00-0015751,2002,SF,12,0.0,0,0.0,0.0,0,32,332.0,1,71.2,0.0,0,16,3.729326810083121
00-0015751,2003,JAX,7,0.0,0,0.0,0.0,0,15,154.0,0,30.4,0.0,0,16,2.9296512937990946
00-0015754,1999,BAL,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,16,
00-0015754,2000,BAL,6,0.0,0,0.0,6.0,0,11,184.0,2,42.0,0.0,0,16,5.616048453217073
00-0015754,2001,BAL,15,0.0,0,0.0,1.0,0,24,344.0,2,70.5,0.0,0,16,3.8972518640393607
00-0015754,2002,BAL,8,0.0,0,0.0,31.0,0,24,357.0,2,72.8,1.0,0,16,7.967613175198928
00-0015754,2003,IND,5,0.0,0,0.0,0.0,0,22,211.0,3,61.1,0.0,0,16,12.131652951630866
00-0015754,2004,IND,15,0.0,0,0.0,0.0,0,68,1077.0,10,233.70001,1.0,0,16,10.927305307103582
00-0015754,2005,IND,12,0.0,0,0.0,0.0,0,41,543.0,1,101.3,0.0,0,16,6.047307150774657
00-0015754,2006,IND,4,0.0,0,0.0,0.0,0,8,85.0,1,22.5,0.0,0,16,4.441002080192472
00-0015754,2007,DEN,13,0.0,0,0.0,-6.0,0,40,635.0,5,132.9,0.0,0,16,4.63575839719435
00-0015754,2008,DEN,15,0.0,0,0.0,0.0,0,49,528.0,3,119.8,0.0,0,16,4.3606793457740585
00-0015754,2009,DEN,11,0.0,0,0.0,0.0,0,19,327.0,4,75.7,0.0,0,16,6.270377651393157
00-0015754,2010,SEA,11,0.0,0,0.0,0.0,0,31,354.0,0,66.4,0.0,0,16,4.10177354806343
00-0015754,2011,NYG,2,0.0,0,0.0,0.0,0,1,7.0,0,1.7,0.0,0,16,1.2020815617346097
00-0015754,2012,DEN,14,0.0,0,0.0,0.0,0,45,544.0,5,129.4,0.0,0,16,5.1332570877871415
00-0015754,2013,BAL,6,0.0,0,0.0,0.0,0,13,115.0,0,24.5,0.0,0,16,2.9157617413563726
