player_id,season,recent_team,week,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,fantasy_points_ppr,fumbles,2pt,week_total,std_dev
00-0000003,1999,MIA,13,0.0,0,0.0,443.0,1,17,84.0,1,81.7,0.0,0,16,3.632686379291956
00-0000003,2000,IND,1,0.0,0,0.0,-2.0,0,0,0.0,0,-0.2,0.0,0,16,
00-0000007,1999,TB,4,0.0,0,0.0,12.0,0,2,11.0,0,4.3,0.0,0,16,0.7632168589424361
00-0000007,2000,TB,4,0.0,0,0.0,70.0,0,2,14.0,0,10.4,0.0,0,16,2.210580684414326
00-0000007,2001,TB,2,0.0,0,0.0,40.0,0,2,26.0,0,8.6,0.0,0,16,5.232590163921712
00-0000007,2003,CHI,12,0.0,0,0.0,37.0,0,8,55.0,0,17.2,0.0,0,16,1.5155756610751427
00-0000007,2004,NE,6,0.0,0,0.0,13.0,1,1,9.0,0,9.2,0.0,0,16,2.504928511178789
00-0000104,1999,DAL,14,2920.0,17,11.0,10.0,1,0,0.0,0,167.8,1.0,0,16,7.928974950089097
00-0000104,2000,DAL,11,1616.0,7,14.0,13.0,0,0,0.0,0,63.940002,2.0,1,16,6.217943465465222
00-0000108,2000,PHI,1,0.0,0,0.0,15.0,0,0,0.0,0,1.5,0.0,0,16,
00-0000108,2002,PHI,1,0.0,0,0.0,10.0,0,0,0.0,0,1.0,0.0,0,16,
00-0000108,2006,PHI,1,11.0,0,0.0,0.0,0,0,0.0,0,0.44,0.0,0,16,
00-0000108,2011,SF,1,14.0,1,0.0,0.0,0,0,0.0,0,4.56,0.0,0,16,
00-0000145,1999,KC,16,0.0,0,0.0,82.0,1,54,832.0,2,163.4,0.0,0,16,7.715773911206303
00-0000145,2000,KC,15,0.0,0,0.0,45.0,0,72,1265.0,9,257.0,0.0,0,16,6.928374999590166
00-0000145,2001,KC,13,0.0,0,0.0,16.0,0,27,470.0,3,93.6,0.0,0,16,6.589385413131155
00-0000145,2002,MIN,8,0.0,0,0.0,0.0,0,14,134.0,1,33.4,0.0,0,16,3.5911597918524327
00-0000166,1999,WAS,15,0.0,0,0.0,0.0,0,28,318.0,3,77.8,0.0,0,16,6.426604018986229
00-0000166,2000,WAS,16,0.0,0,0.0,0.0,0,46,500.0,2,108.0,0.0,0,16,3.613493164798535
00-0000166,2001,WAS,4,0.0,0,0.0,0.0,0,9,85.0,0,17.5,0.0,0,16,3.9101363960445497
00-0000166,2002,LAC,14,0.0,0,0.0,0.0,0,45,510.0,1,102.0,0.0,0,16,7.27829823483192
00-0000166,2003,LAC,1,0.0,0,0.0,0.0,0,0,0.0,0,2.0,0.0,1,16,
00-0000166,2004,DET,15,0.0,0,0.0,0.0,0,41,377.0,1,84.7,0.0,0,16,3.904002860997266
00-0000166,2005,DEN,14,0.0,0,0.0,0.0,0,21,170.0,1,44.0,0.0,0,16,2.072795998271492
00-0000166,2006,DEN,8,0.0,0,0.0,0.0,0,18,160.0,2,46.0,0.0,0,16,4.013548402649898
00-0000172,1999,NYG,2,0.0,0,0.0,0.0,0,1,7.0,1,7.7,0.0,0,16,5.444722080266501
00-0000210,1999,CHI,8,0.0,0,0.0,119.0,0,9,91.0,0,30.0,0.0,0,16,5.337736271143995
00-0000210,2000,CHI,16,0.0,0,0.0,1106.0,2,39,291.0,1,188.7,4.0,0,16,7.361473285445216
00-0000210,2001,CHI,16,0.0,0,0.0,469.0,1,30,203.0,1,109.2,0.0,0,16,6.120947571428055
00-0000210,2002,HOU,16,5.0,1,0.0,519.0,0,47,302.0,0,133.3,1.0,1,16,5.0388778667602265
00-0000232,1999,NE,16,0.0,0,0.0,887.0,8,14,125.0,1,161.2,4.0,0,16,5.80270049052156
00-0000232,2000,NO,4,0.0,0,0.0,179.0,2,1,7.0,0,33.6,0.0,1,16,8.745665471896968
00-0000232,2001,BAL,11,0.0,0,0.0,658.0,3,17,68.0,0,105.6,1.0,0,16,6.286652509025822
00-0000242,1999,CHI,11,0.0,0,0.0,0.0,0,12,94.0,1,27.4,0.0,0,16,2.082044439995901
00-0000242,2000,CHI,5,0.0,0,0.0,0.0,0,9,109.0,1,25.900002,0.0,0,16,4.128195894197139
00-0000242,2002,PIT,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,16,
00-0000251,1999,TB,16,0.0,0,0.0,956.0,7,27,239.0,2,190.5,5.0,0,16,7.485761684995803
00-0000251,2000,TB,13,0.0,0,0.0,465.0,5,12,92.0,0,93.7,2.0,0,16,6.018092431452613
00-0000251,2001,TB,16,0.0,0,0.0,680.0,10,35,231.0,1,192.1,2.0,2,16,9.128597662249387
00-0000251,2002,TB,16,0.0,0,0.0,548.0,5,35,242.0,2,152.0,2.0,0,16,6.64389438002161
00-0000251,2003,TB,4,0.0,0,0.0,77.0,2,10,83.0,0,38.0,0.0,0,16,5.327288092162903
00-0000251,2004,TB,14,0.0,0,0.0,230.0,2,29,202.0,0,80.2,2.0,0,16,4.164027003575895
00-0000251,2005,TB,15,0.0,0,0.0,80.0,6,25,222.0,1,99.2,0.0,1,16,5.0183756774122426
00-0000251,2006,TB,14,0.0,0,0.0,171.0,3,21,85.0,0,62.6,1.0,0,16,2.7277572251313944
00-0000279,1999,KC,2,0.0,0,0.0,179.0,0,2,14.0,0,21.3,0.0,0,16,5.02045807898953
00-0000279,2000,KC,11,0.0,0,0.0,329.0,2,15,76.0,0,65.5,1.0,0,16,6.838035552265225
00-0000316,1999,ATL,2,0.0,0,0.0,59.0,0,2,34.0,0,11.299999,0.0,0,16,6.71751416839111
00-0000316,2000,ATL,16,0.0,0,0.0,1013.0,6,41,375.0,0,209.8,4.0,1,16,7.299760261511718
00-0000316,2001,ATL,3,0.0,0,0.0,190.0,1,3,111.0,1,43.1,1.0,0,16,10.99196706963392
00-0000339,1999,NYJ,16,0.0,0,0.0,84.0,0,29,302.0,3,85.6,0.0,0,16,3.4494444857814264
00-0000339,2000,NYJ,16,0.0,0,0.0,63.0,0,87,831.0,2,184.4,2.0,0,16,7.559938202423332
00-0000339,2001,NYJ,16,0.0,0,0.0,102.0,0,40,252.0,2,85.4,1.0,0,16,4.643113091463341
00-0000339,2002,NYJ,16,0.0,0,0.0,27.0,0,45,257.0,1,79.4,0.0,0,16,3.2714675819383556
00-0000339,2003,DAL,15,0.0,0,0.0,306.0,1,69,493.0,4,178.9,0.0,0,16,6.69983648256107
00-0000339,2004,DAL,11,26.0,1,0.0,246.0,1,26,207.0,0,80.340004,1.0,0,16,4.252357838778272
00-0000387,1999,TB,13,0.0,0,0.0,2.0,0,30,296.0,1,65.8,0.0,0,16,5.7799275823247775
00-0000387,2000,TB,15,0.0,0,0.0,0.0,0,15,232.0,4,62.2,0.0,0,16,4.434904933612379
00-0000387,2001,TB,10,0.0,0,0.0,22.0,0,13,162.0,0,31.4,0.0,0,16,3.0822790444233723
00-0000422,1999,BAL,14,0.0,0,0.0,0.0,0,33,462.0,4,103.2,0.0,0,16,4.940792309331548
00-0000534,2000,PHI,11,0.0,0,0.0,324.0,3,24,275.0,1,105.9,1.0,0,16,7.312877814040521
00-0000541,1999,MIA,5,0.0,0,0.0,21.0,0,4,24.0,0,8.5,0.0,0,16,2.4617066916349306
00-0000541,2003,MIN,3,0.0,0,0.0,0.0,0,2,24.0,1,10.400001,0.0,0,16,4.17412687354383
00-0000552,1999,BAL,1,0.0,0,0.0,0.0,0,1,2.0,0,1.2,0.0,0,16,
00-0000552,2000,BAL,8,0.0,0,0.0,37.0,1,21,128.0,1,49.5,0.0,0,16,5.723744159421287
00-0000552,2001,BAL,14,0.0,0,0.0,173.0,1,24,121.0,1,63.4,1.0,0,16,5.637297233354523
00-0000552,2003,MIA,4,0.0,0,0.0,-2.0,0,12,53.0,0,17.1,0.0,0,16,4.0901303180904724
00-0000552,2004,ARI,13,0.0,0,0.0,122.0,3,19,171.0,1,72.3,0.0,0,16,3.515806824593037
00-0000552,2005,ARI,13,0.0,0,0.0,46.0,0,34,231.0,0,63.7,1.0,2,16,3.845993575362558
00-0000552,2006,ARI,10,0.0,0,0.0,37.0,0,17,139.0,0,34.6,0.0,0,16,1.9608388229777753
00-0000598,2000,SEA,6,0.0,0,0.0,0.0,0,6,62.0,1,18.2,0.0,0,16,3.5680061178782205
00-0000598,2002,GB,2,0.0,0,0.0,0.0,0,3,26.0,0,5.6,0.0,0,16,1.1313707824635184
00-0000627,1999,ATL,3,0.0,0,0.0,0.0,0,7,118.0,0,18.8,0.0,0,16,5.856051160109466
00-0000721,1999,JAX,8,0.0,0,0.0,82.0,0,14,137.0,0,35.9,0.0,0,16,3.4893460698020013
00-0000722,1999,BAL,11,2093.0,16,8.0,93.0,0,0,0.0,0,129.02,6.0,0,16,8.047833691998738
00-0000722,2000,BAL,11,1538.0,8,8.0,57.0,0,0,0.0,0,85.22,0.0,1,16,8.476962871109977
00-0000722,2001,WAS,15,2386.0,10,10.0,152.0,2,0,0.0,0,136.64,4.0,1,16,6.2932020287689685
00-0000722,2003,HOU,6,693.0,5,3.0,27.0,0,0,0.0,0,44.42,0.0,0,16,3.7800616387399417
00-0000722,2004,HOU,2,16.0,0,0.0,0.0,0,0,0.0,0,0.64,0.0,0,16,0.4525483298441468
00-0000722,2005,HOU,1,173.0,1,2.0,-2.0,0,0,0.0,0,6.72,0.0,0,16,
00-0000727,2001,DET,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,16,
00-0000745,1999,NYG,16,0.0,0,0.0,253.0,0,66,609.0,2,170.2,0.0,0,16,7.652526708293244
00-0000745,2000,NYG,16,0.0,0,0.0,1007.0,8,69,701.0,1,287.8,3.0,0,16,5.899703317607526
00-0000745,2001,NYG,14,0.0,0,0.0,865.0,4,72,577.0,0,240.2,1.0,1,16,5.565651940235397
00-0000745,2002,NYG,16,0.0,0,0.0,1387.0,11,69,597.0,0,321.4,6.0,0,16,6.6481952277813825
00-0000745,2003,NYG,16,0.0,0,0.0,1215.0,2,69,461.0,1,244.6,6.0,1,16,5.725949687162356
00-0000745,2004,NYG,16,0.0,0,0.0,1518.0,13,52,578.0,2,347.6,2.0,0,16,8.744712834793372
00-0000745,2005,NYG,16,0.0,0,0.0,1860.0,9,54,530.0,2,359.0,1.0,1,16,10.381128715979493
00-0000745,2006,NYG,16,0.0,0,0.0,1662.0,5,58,465.0,0,298.7,1.0,0,16,9.232675052811276
00-0000765,1999,JAX,11,0.0,0,0.0,0.0,0,16,202.0,0,40.2,1.0,0,16,3.0207163427206405
00-0000765,2000,JAX,2,0.0,0,0.0,0.0,0,1,28.0,0,3.8,0.0,0,16,2.6870057347914016
00-0000765,2002,TB,2,0.0,0,0.0,0.0,0,3,23.0,0,5.3,0.0,0,16,0.4949747805480621
00-0000765,2003,TB,2,0.0,0,0.0,0.0,0,3,27.0,1,9.7,1.0,0,16,6.4346714306283825
00-0000781,2000,CHI,6,0.0,0,0.0,81.0,0,1,7.0,0,7.8,1.0,0,16,1.7988885465367288
00-0000856,1999,CIN,12,0.0,0,0.0,305.0,0,16,172.0,0,63.7,0.0,0,16,4.604831040001096
00-0000865,1999,DET,11,1908.0,13,7.0,87.0,2,0,0.0,0,135.02,1.0,1,16,4.9590007782476295
00-0000865,2000,DET,15,2469.0,13,14.0,199.0,2,0,0.0,0,148.66,3.0,0,16,6.52140577805027
00-0000865,2001,DET,10,2392.0,12,12.0,45.0,0,0,0.0,0,118.18,4.0,1,16,9.124445484728229
00-0000865,2003,PIT,2,47.0,0,0.0,11.0,0,0,0.0,0,0.9799999,1.0,0,16,2.276883771357473
00-0000865,2005,PIT,3,246.0,1,1.0,30.0,1,0,0.0,0,20.84,0.0,0,16,5.98536016142752
00-0000865,2006,PIT,7,477.0,5,0.0,12.0,0,0,0.0,0,38.28,1.0,0,16,8.629390416844723
00-0000865,2007,PIT,7,232.0,2,3.0,-7.0,0,0,0.0,0,10.58,0.0,0,16,4.923533344044471
00-0000865,2009,PIT,1,17.0,0,0.0,0.0,0,0,0.0,0,0.68,0.0,0,16,
00-0000865,2010,PIT,3,352.0,3,3.0,30.0,0,0,0.0,0,23.080002,0.0,0,16,9.088484084012773
00-0000865,2011,PIT,3,208.0,0,1.0,-2.0,0,0,0.0,0,6.1200004,0.0,0,16,3.7079375320232164
00-0000865,2012,PIT,2,475.0,1,4.0,0.0,0,0,0.0,0,15.0,0.0,0,16,7.8347430815989805
00-0000869,1999,CHI,4,0.0,0,0.0,0.0,0,2,19.0,0,3.8999999,0.0,0,16,1.1324751221322191
00-0000869,2000,CHI,5,0.0,0,0.0,-2.0,0,4,42.0,0,8.0,0.0,0,16,1.708800719153066
00-0000869,2001,CHI,4,0.0,0,0.0,0.0,0,9,160.0,1,31.0,0.0,0,16,9.503157727395182
00-0000869,2002,MIN,14,0.0,0,0.0,0.0,0,50,689.0,4,142.9,0.0,0,16,5.345229962092536
00-0000869,2003,MIN,8,0.0,0,0.0,0.0,0,15,151.0,1,36.1,0.0,0,16,2.9666899931859594
00-0000871,1999,ARI,10,0.0,0,0.0,202.0,9,5,34.0,0,82.6,0.0,0,16,6.526390867607996
00-0000871,2000,DET,12,0.0,0,0.0,127.0,2,15,109.0,0,50.6,0.0,0,16,4.278664438401454
00-0000872,1999,CAR,5,0.0,0,0.0,12.0,0,1,2.0,0,14.4,0.0,0,16,2.914103632710788
00-0000872,2000,CAR,7,0.0,0,0.0,13.0,0,4,31.0,0,14.4,0.0,0,16,1.9458135778700698
00-0000883,1999,CIN,11,0.0,0,0.0,0.0,0,14,153.0,0,29.3,0.0,0,16,2.121448914096204
00-0000883,2000,CIN,14,0.0,0,0.0,0.0,0,13,105.0,0,23.5,0.0,0,16,1.2932835961935674
00-0000883,2001,CIN,7,0.0,0,0.0,0.0,0,14,127.0,0,26.7,0.0,0,16,3.414883376109367
00-0000883,2002,TB,1,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,16,
00-0000911,1999,NYJ,10,0.0,0,0.0,0.0,0,8,66.0,2,26.6,0.0,0,16,3.2066597038882114
00-0000911,2000,NYJ,4,0.0,0,0.0,0.0,0,4,22.0,2,18.2,0.0,0,16,4.4977773160964585
00-0000911,2001,CHI,13,0.0,0,0.0,0.0,0,22,148.0,2,48.8,0.0,0,16,3.37629374550467
00-0000911,2002,CHI,5,0.0,0,0.0,0.0,0,5,51.0,0,10.1,0.0,0,16,2.8917122954681336
00-0000942,1999,SF,13,0.0,0,0.0,276.0,4,32,282.0,0,107.8,2.0,0,16,6.5026227737965465
00-0000942,2000,SF,15,0.0,0,0.0,144.0,3,31,233.0,3,104.7,0.0,0,16,6.558985093980674
00-0000942,2001,SF,14,0.0,0,0.0,73.0,1,16,99.0,0,37.2,1.0,0,16,1.6161275425571242
00-0000942,2002,SF,15,0.0,0,0.0,75.0,0,22,152.0,1,50.7,0.0,0,16,2.867353228360616
00-0000942,2003,SF,14,0.0,0,0.0,24.0,0,19,184.0,1,45.8,0.0,0,16,3.3810395506562423
00-0000942,2004,SF,8,0.0,0,0.0,15.0,0,10,44.0,0,15.9,0.0,0,16,0.7918107741653175
00-0000942,2005,SF,2,0.0,0,0.0,0.0,0,2,12.0,0,3.2,0.0,0,16,0.0
00-0000969,1999,NO,6,0.0,0,0.0,0.0,0,4,65.0,1,18.5,0.0,1,16,4.59104193230775
00-0001098,2000,CIN,15,0.0,0,0.0,322.0,3,19,168.0,0,84.0,1.0,0,16,4.741307869658205
00-0001098,2001,CIN,15,0.0,0,0.0,232.0,0,20,150.0,0,58.2,0.0,0,16,2.226207560474908
00-0001098,2002,CIN,10,0.0,0,0.0,155.0,0,18,109.0,0,50.399998,0.0,0,16,2.1177556159374435
00-0001098,2003,CIN,14,0.0,0,0.0,173.0,0,25,176.0,1,63.9,1.0,0,16,3.700022346370614
00-0001098,2004,CAR,3,0.0,0,0.0,17.0,1,0,0.0,0,7.7,0.0,0,16,3.442867016701292
00-0001102,1999,KC,13,0.0,0,0.0,625.0,8,10,41.0,0,122.6,1.0,0,16,5.906406720471475
00-0001102,2000,KC,6,0.0,0,0.0,24.0,1,2,17.0,0,12.099999,0.0,0,16,3.007601441704379
00-0001102,2001,WAS,14,0.0,0,0.0,39.0,0,15,112.0,0,32.1,0.0,1,16,1.8180565592138989
00-0001103,1999,CHI,12,0.0,0,0.0,28.0,0,14,116.0,0,26.4,1.0,0,16,2.122177225842983
00-0001112,1999,NYG,8,0.0,0,0.0,126.0,1,4,27.0,0,25.3,0.0,0,16,3.683917718529132
00-0001112,2002,NYG,5,0.0,0,0.0,0.0,0,5,37.0,0,8.7,0.0,0,16,0.20736440261059208
00-0001215,1999,PIT,16,21.0,1,0.0,1082.0,7,21,110.0,0,185.04,1.0,0,16,5.391462294663842
00-0001215,2000,PIT,16,0.0,0,1.0,1302.0,8,13,97.0,0,198.9,0.0,0,16,6.13152706905192
00-0001215,2001,PIT,11,32.0,1,0.0,1072.0,4,8,48.0,0,149.28,0.0,0,16,6.690060396576296
00-0001215,2002,PIT,12,0.0,0,0.0,666.0,9,7,57.0,0,131.3,1.0,0,16,8.825114881000024
00-0001215,2003,PIT,16,0.0,0,0.0,811.0,7,13,86.0,0,138.7,4.0,1,16,6.243686817569143
00-0001215,2004,PIT,14,10.0,1,0.0,941.0,13,6,46.0,0,187.1,0.0,0,16,6.721333049787658
00-0001215,2005,PIT,12,0.0,0,0.0,368.0,9,4,40.0,0,98.8,0.0,0,16,8.024885646749773
00-0001218,1999,CAR,16,4413.0,36,14.0,105.0,1,0,0.0,0,295.02,7.0,0,16,7.249759611032401
00-0001218,2000,CAR,16,3691.0,19,18.0,97.0,1,0,0.0,0,189.34,8.0,1,16,7.305029012370142
00-0001218,2002,DEN,5,925.0,6,5.0,9.0,1,0,0.0,0,55.9,1.0,0,16,3.794417132195716
00-0001218,2003,DEN,4,389.0,2,5.0,13.0,0,0,0.0,0,14.86,0.0,0,16,5.55240193997567
00-0001222,2006,ATL,1,0.0,0,0.0,0.0,0,1,0.0,0,1.0,0.0,0,16,
00-0001224,1999,CAR,11,0.0,0,0.0,718.0,6,23,189.0,0,147.7,1.0,0,16,9.864187188877747
00-0001224,2000,CAR,12,0.0,0,0.0,635.0,2,34,341.0,2,149.6,3.0,0,16,8.76909180213557
00-0001224,2001,CAR,5,0.0,0,0.0,230.0,1,12,121.0,0,51.1,1.0,0,16,9.162259535242676
00-0001233,1999,PHI,5,0.0,0,0.0,75.0,1,2,28.0,0,18.3,0.0,0,16,3.6949965477167206
00-0001272,2000,NE,7,80.0,1,1.0,-1.0,0,0,0.0,0,5.0999994,0.0,0,16,1.9728779466681399
00-0001281,1999,DAL,9,0.0,0,0.0,20.0,1,10,131.0,0,31.099998,0.0,0,16,2.656177166632135
00-0001281,2000,NE,8,0.0,0,0.0,0.0,0,19,149.0,2,45.9,0.0,0,16,5.020795902366308
00-0001317,1999,PIT,10,0.0,0,0.0,0.0,0,20,186.0,0,38.6,0.0,0,16,2.5893800886601777
00-0001317,2000,PIT,2,0.0,0,0.0,0.0,0,2,23.0,0,10.3,0.0,0,16,1.2020813931472156
00-0001317,2001,PIT,1,0.0,0,0.0,0.0,0,1,8.0,0,1.8,0.0,0,16,
00-0001335,1999,CIN,14,2630.0,15,12.0,315.0,2,0,0.0,0,178.7,5.0,2,16,9.207104892099592
00-0001335,2000,NO,11,2004.0,13,8.0,215.0,1,0,0.0,0,137.66,3.0,0,16,7.549368433235122
00-0001335,2001,NO,1,0.0,0,0.0,-1.0,0,0,0.0,0,-0.1,0.0,0,16,
00-0001335,2002,BAL,10,2084.0,13,11.0,106.0,1,0,0.0,0,123.96,4.0,1,16,5.494504768581125
00-0001335,2003,ARI,13,2252.0,13,15.0,177.0,2,0,0.0,0,135.78,4.0,1,16,8.847587876035536
00-0001335,2004,PHI,3,126.0,1,1.0,6.0,0,0,0.0,0,5.64,1.0,0,16,3.0651591060376417
00-0001335,2005,CHI,2,55.0,1,0.0,-1.0,0,0,0.0,0,6.1000004,0.0,0,16,3.832518913346175
00-0001361,1999,NE,16,3969.0,19,21.0,101.0,0,0,0.0,0,198.86,2.0,0,16,7.89198064808135
00-0001361,2000,NE,16,3247.0,17,13.0,158.0,2,0,0.0,0,191.68001,4.0,0,16,6.81146096194841
00-0001361,2001,NE,2,400.0,2,2.0,18.0,0,0,0.0,0,21.8,0.0,0,16,10.946012480492564
00-0001361,2002,BUF,16,4359.0,24,15.0,67.0,2,0,0.0,0,251.06,4.0,0,16,9.452717423917163
00-0001361,2003,BUF,16,2860.0,11,12.0,29.0,2,0,0.0,0,131.3,9.0,0,16,7.642012622138904
00-0001361,2004,BUF,16,2932.0,20,16.0,52.0,0,0,0.0,0,160.48,5.0,0,16,7.240228522401324
00-0001361,2005,DAL,16,3639.0,23,17.0,50.0,2,0,0.0,0,206.56,8.0,1,16,8.19831854222854
00-0001361,2006,DAL,6,1164.0,7,8.0,28.0,2,0,0.0,0,71.36,1.0,0,16,3.8147012619837533
00-0001471,1999,CAR,1,0.0,0,0.0,-2.0,0,0,0.0,0,-0.2,0.0,0,16,
00-0001477,1999,CHI,8,0.0,0,0.0,8.0,0,19,219.0,3,59.7,0.0,0,16,10.827206671409172
00-0001477,2000,CHI,15,0.0,0,0.0,-1.0,0,45,464.0,2,101.3,1.0,0,16,5.619845751856643
00-0001477,2001,CHI,16,34.0,1,0.0,8.0,0,100,1071.0,8,259.26,1.0,0,16,8.912804904474989
00-0001477,2002,CHI,16,44.0,1,0.0,0.0,0,97,1189.0,6,257.66,0.0,0,16,8.558018988463457
00-0001477,2003,CHI,13,0.0,0,0.0,-7.0,0,52,715.0,4,146.8,0.0,0,16,6.3206620492274395
00-0001477,2004,MIA,15,48.0,0,0.0,-8.0,0,50,638.0,1,120.92,0.0,0,16,5.1897561506401715
00-0001477,2005,MIA,13,0.0,0,0.0,0.0,0,39,686.0,3,125.6,0.0,0,16,6.746052975659312
00-0001477,2006,MIA,14,0.0,0,0.0,19.0,0,55,747.0,6,171.6,0.0,2,16,9.36923880231553
00-0001477,2007,MIA,15,0.0,0,0.0,12.0,0,50,556.0,1,110.8,1.0,0,16,4.945830199570096
00-0001477,2008,CHI,7,0.0,0,0.0,3.0,0,14,211.0,2,47.4,0.0,0,16,5.2832168195715115
00-0001477,2009,ATL,12,0.0,0,0.0,7.0,0,16,181.0,1,40.8,0.0,0,16,4.5519225681792586
00-0001525,1999,PHI,5,0.0,0,0.0,19.0,0,5,8.0,0,5.7,1.0,0,16,2.073161767586689
00-0001532,1999,ARI,15,0.0,0,0.0,0.0,0,40,473.0,2,99.3,0.0,0,16,5.878435256035059
00-0001532,2000,ARI,16,0.0,0,0.0,9.0,0,69,1072.0,6,211.1,1.0,0,16,10.871214085594502
00-0001532,2001,ARI,16,0.0,0,0.0,35.0,0,98,1598.0,8,307.30002,1.0,0,16,7.419206594510201
00-0001532,2002,ARI,8,0.0,0,0.0,29.0,0,32,512.0,1,92.1,0.0,0,16,8.108626162202857
00-0001532,2003,LAC,14,0.0,0,0.0,18.0,0,70,880.0,7,199.8,2.0,1,16,12.26147414096809
00-0001532,2005,MIA,3,0.0,0,0.0,0.0,0,4,80.0,0,12.0,0.0,0,16,2.3065125933588053
00-0001545,2001,MIN,5,795.0,8,4.0,61.0,0,0,0.0,0,61.9,0.0,0,16,12.860194656353197
00-0001545,2002,MIN,1,85.0,0,0.0,9.0,0,0,0.0,0,2.3,1.0,0,16,
00-0001545,2003,NO,3,81.0,1,0.0,1.0,0,0,0.0,0,7.3399997,1.0,1,16,5.417169975992551
00-0001545,2005,NO,5,722.0,2,7.0,15.0,0,0,0.0,0,18.380001,3.0,0,16,5.433864204580822
00-0001545,2010,JAX,1,222.0,2,2.0,8.0,0,0,0.0,0,13.68,0.0,0,16,
00-0001582,1999,SEA,4,0.0,0,0.0,-14.0,0,4,68.0,1,15.4,0.0,0,16,6.5342684506778586
00-0001627,1999,GB,16,0.0,0,0.0,0.0,0,36,623.0,5,130.3,0.0,1,16,6.73715756970447
00-0001627,2000,GB,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,16,0.0
00-0001627,2001,GB,16,0.0,0,0.0,0.0,0,31,526.0,2,95.6,0.0,0,16,5.743460056851417
00-0001627,2002,HOU,16,0.0,0,0.0,-11.0,0,45,697.0,6,149.6,0.0,0,16,9.03762515266753
00-0001627,2003,HOU,14,0.0,0,0.0,0.0,0,24,460.0,4,94.0,0.0,0,16,7.123510225567967
00-0001627,2004,HOU,12,0.0,0,0.0,0.0,0,27,399.0,3,84.9,0.0,0,16,4.7990765971779465
00-0001627,2005,HOU,12,0.0,0,0.0,-2.0,0,34,436.0,5,109.4,0.0,1,16,6.279958594694118
00-0001627,2006,DET,6,0.0,0,0.0,0.0,0,14,164.0,0,30.4,0.0,0,16,3.3242542180023165
00-0001661,1999,JAX,13,0.0,0,0.0,0.0,0,32,346.0,1,74.6,0.0,1,16,3.0601031157348952
00-0001661,2000,JAX,16,0.0,0,0.0,0.0,0,64,729.0,3,156.9,0.0,1,16,6.985553454214504
00-0001661,2001,JAX,15,0.0,0,0.0,0.0,0,36,386.0,2,86.6,0.0,0,16,3.534617996509889
00-0001661,2002,JAX,16,0.0,0,0.0,0.0,0,43,461.0,4,113.1,0.0,0,16,4.238508928050955
00-0001661,2003,JAX,14,0.0,0,0.0,0.0,0,29,281.0,1,61.1,1.0,0,16,2.9206445434471044
00-0001661,2004,JAX,9,0.0,0,0.0,0.0,0,14,103.0,1,30.3,0.0,0,16,3.140461746957832
00-0001661,2005,JAX,10,0.0,0,0.0,0.0,0,18,157.0,1,35.7,2.0,0,16,3.6851202899917186
00-0001661,2006,JAX,5,0.0,0,0.0,0.0,0,5,37.0,0,8.7,0.0,0,16,0.5412947145981676
00-0001661,2007,NE,7,0.0,0,0.0,0.0,0,9,70.0,2,28.0,0.0,0,16,3.270066223737742
00-0001719,1999,DAL,4,0.0,0,0.0,0.0,0,5,114.0,0,16.4,0.0,0,16,2.76043464069393
00-0001719,2000,DAL,3,0.0,0,0.0,0.0,0,2,12.0,0,3.2,0.0,0,16,1.006644594527365
00-0001766,1999,LV,9,0.0,0,0.0,0.0,0,8,108.0,0,18.8,0.0,0,16,2.0435535842526487
00-0001766,2000,LV,11,0.0,0,0.0,0.0,0,13,107.0,2,35.7,0.0,0,16,3.9833061842980513
00-0001766,2001,LV,11,0.0,0,0.0,0.0,0,12,85.0,1,26.5,0.0,0,16,3.3898243918167164
00-0001783,1999,NE,11,0.0,0,0.0,0.0,0,18,266.0,0,44.6,0.0,0,16,3.0673648935602635
00-0001783,2000,NYJ,3,0.0,0,0.0,0.0,0,4,60.0,0,10.0,0.0,0,16,1.0115993913427213
00-0001785,1999,DEN,2,87.0,0,3.0,17.0,0,0,0.0,0,-0.81999993,0.0,0,16,1.4283556845098344
00-0001785,2000,MIN,2,82.0,0,1.0,20.0,0,0,0.0,0,3.28,0.0,0,16,2.5173001953935437
00-0001823,2000,NO,8,1494.0,9,6.0,170.0,2,0,0.0,0,110.76,1.0,0,16,10.240601308886031
00-0001823,2001,NO,16,3832.0,26,22.0,358.0,1,0,0.0,0,253.08,2.0,1,16,8.042019235578046
00-0001823,2002,NO,16,3572.0,27,15.0,253.0,2,0,0.0,0,256.18,5.0,4,16,7.518141654067379
00-0001823,2003,NO,16,3546.0,24,8.0,183.0,2,0,0.0,0,230.14,11.0,0,16,7.803623988728683
00-0001823,2004,NO,16,3810.0,21,16.0,199.0,4,1,1.0,0,247.4,2.0,1,16,4.060842913473817
00-0001823,2005,NO,13,2882.0,13,17.0,281.0,2,0,0.0,0,169.38,2.0,0,16,6.099779284662479
00-0001823,2006,LV,8,1105.0,3,8.0,124.0,0,0,0.0,0,46.600002,3.0,0,16,5.591644409587494
